language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kuii1254,-,-,m,-,-,-,-,-,a,-,t,a,k,e,-,-,l,-
kelo1247,-,-,-,-,-,-,-,-,a,-,t,-,-,e,m,o,l,-
abui1241,-,-,b,-,-,-,-,-,a,-,t,a,m,i,-,a,-,-
adan1251,k,a,h,-,-,-,-,-,a,-,t,-,-,E,-,-,l,E
teiw1235,-,-,k,-,-,-,-,-,a,-,s,-,-,i,-,-,-,-
kaer1234,-,-,k,-,-,-,-,-,a,-,s,-,-,i,-,-,-,-
nede1245,-,-,k,-,-,-,-,-,a,-,t,-,-,e,-,-,l,a
blag1240,-,-,k,-,-,-,-,-,a,-,s,-,-,i,-,-,-,-
lamm1241,-,-,k,-,-,-,-,-,a,t,t,-,-,e,-,-,l,u
wers1238,-,-,b,i,l,k,-,-,a,-,-,-,-,i,-,-,-,-
sawi1256,-,-,b,i,l,-,-,-,-,-,-,-,-,e,-,-,-,-
kama1365,-,-,b,o,-,N,m,o,o,-,-,-,-,i,-,-,-,-
