language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
adan1251,-,-,-,-,-,i,-,b,7,w,o,r,-,-,m,7,-
kelo1247,-,d,3,l,-,i,-,-,k,w,E,-,-,-,-,i,-
abui1241,-,-,a,n,e,i,t,a,k,-,o,-,-,-,-,i,-
teiw1235,-,-,o,-,-,-,-,-,t,-,a,r,-,-,-,-,-
kaer1234,-,d,u,N,-,-,-,-,k,-,a,l,-,a,-,i,N
nede1245,-,t,u,n,-,i,-,-,g,-,a,s,-,-,-,i,-
blag1240,-,d,u,-,-,-,-,-,k,-,a,l,-,a,l,i,N
lamm1241,-,-,-,-,-,-,-,-,-,-,a,r,-,a,t,i,-
wers1238,-,-,-,-,-,-,-,-,k,-,e,s,p,-,-,a,k
sawi1256,-,-,-,-,-,-,-,-,k,-,i,s,p,a,-,a,k
kama1365,a,s,i,N,-,-,-,-,k,-,u,-,-,a,-,i,-
