language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,-,-,k,-,-,a,-,k,a,l,-,e,t,a
kelo1247,-,-,k,-,-,-,-,-,u,l,w,i,n,-
abui1241,-,-,f,-,-,i,N,k,a,N,-,-,-,-
adan1251,-,-,t,u,m,a,-,7,a,-,-,-,-,-
teiw1235,-,-,q,-,-,u,-,-,a,-,-,-,f,-
kaer1234,-,-,q,-,-,a,-,l,a,-,-,-,m,-
nede1245,b,a,m,-,-,a,-,l,a,-,-,-,-,-
blag1240,-,-,m,-,-,e,-,-,e,-,-,-,t,-
lamm1241,-,-,k,-,-,u,-,b,a,-,-,-,-,-
wers1238,-,-,s,-,-,a,-,-,-,-,-,-,k,u
sawi1256,-,-,s,-,-,a,-,-,a,-,-,-,k,u
kama1365,-,-,s,-,-,a,-,-,a,-,-,-,k,-
