language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
adan1251,-,-,-,a,-,-,-,r,l,-,-,i,-,l,i,-,-,-
kelo1247,-,-,-,-,-,-,-,-,l,o,b,e,-,-,i,-,-,-
abui1241,h,-,-,e,-,-,-,t,-,-,-,e,-,-,i,-,-,-
teiw1235,g,-,-,3,-,-,-,t,-,-,-,i,a,r,-,-,-,-
kaer1234,g,-,-,e,-,-,-,t,-,-,-,e,-,r,o,-,-,-
nede1245,g,-,-,e,-,-,-,t,-,-,-,i,a,l,a,-,-,-
blag1240,-,-,-,-,-,-,-,t,-,-,-,e,-,r,i,-,-,-
lamm1241,g,-,-,a,b,u,t,t,-,-,-,i,-,r,-,-,-,-
wers1238,-,-,-,m,-,-,-,-,-,-,-,i,-,l,a,k,a,l
sawi1256,t,-,-,i,-,-,-,-,-,-,-,i,-,r,a,-,-,-
kama1365,f,a,n,e,-,-,-,n,-,-,-,e,-,-,e,-,-,-
