language,x1,x2,x3,x4,x5,x6,x7,x8
adan1251,t,-,E,-,7,-,E,-
kelo1247,t,-,E,-,k,-,-,-
abui1241,t,-,a,-,k,d,a,-
teiw1235,t,-,a,-,p,-,-,-
kaer1234,q,-,a,-,X,-,o,-
nede1245,t,-,a,p,p,-,a,-
blag1240,d,Z,a,-,w,-,a,k
lamm1241,g,-,a,-,r,-,u,N
wers1238,s,-,u,-,-,a,i,-
sawi1256,s,-,u,-,w,e,-,-
kama1365,t,-,a,-,f,-,e,-
