language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kuii1254,-,-,-,g,-,o,l,-,-,-,-,e,-,-,l,a
kelo1247,-,-,-,b,-,u,-,-,-,-,-,u,-,-,k,-
abui1241,-,-,-,w,-,e,r,-,-,-,-,e,-,-,-,e
adan1251,7,u,-,b,-,u,7,-,-,-,-,u,-,-,N,-
teiw1235,w,a,n,b,-,o,X,-,-,-,-,o,-,-,n,-
kaer1234,-,-,-,b,-,u,k,-,-,-,-,a,-,-,N,-
nede1245,t,a,-,-,-,-,7,-,-,-,-,u,-,-,l,i
alor1249,-,-,-,b,-,u,k,-,-,-,-,a,-,-,n,-
blag1240,-,-,-,-,-,-,g,3,r,e,y,a,-,-,N,-
lamm1241,-,-,-,b,a,u,k,-,-,-,-,a,-,-,N,-
wers1238,-,-,-,l,-,a,g,-,-,-,-,a,d,a,r,-
kama1365,-,-,-,p,-,u,k,-,-,-,-,a,-,-,n,-
