language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kuii1254,g,u,-,-,m,-,-,u,-,-,-,n,-,-
kelo1247,g,3,-,-,m,-,-,o,-,-,i,n,-,-
abui1241,-,-,-,-,m,o,n,u,-,-,-,N,r,a
adan1251,7,u,-,-,m,-,-,u,-,n,i,N,-,-
teiw1235,g,a,X,-,m,-,-,-,-,-,i,n,-,-
kaer1234,g,a,g,a,m,-,-,-,-,-,-,-,-,-
nede1245,g,a,-,-,m,-,-,-,-,-,i,n,-,i
blag1240,-,-,-,-,m,-,-,i,-,m,i,N,-,-
lamm1241,-,-,-,-,t,-,-,i,l,l,i,-,-,-
wers1238,-,-,-,-,m,-,-,u,-,-,i,N,-,-
sawi1256,g,a,-,-,m,-,-,u,-,s,a,-,-,-
kama1365,-,-,-,-,m,-,-,u,-,s,a,n,-,-
