language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
adan1251,m,o,-,-,-,t,-,-,-,o,-,-,N,-
kelo1247,k,o,-,-,-,k,-,-,-,o,-,-,l,-
abui1241,m,a,-,-,-,t,-,-,-,o,l,i,N,-
teiw1235,q,u,-,-,-,-,-,-,-,u,d,-,-,-
kaer1234,m,a,-,-,-,t,-,-,-,o,l,i,N,-
nede1245,-,-,-,-,-,s,-,-,-,a,l,-,l,a
blag1240,-,-,-,-,-,t,3,m,-,o,l,u,N,-
lamm1241,-,-,-,-,-,k,-,-,-,u,r,i,-,-
wers1238,k,-,o,l,-,t,e,N,b,o,-,-,N,-
kama1365,k,o,o,w,u,t,-,-,-,o,-,-,N,-
