language,x1,x2,x3,x4,x5,x6,x7,x8
egyp1253,S,a,X,-,-,-,r,-
jude1266,S,a,X,-,-,-,r,a
nort3139,S,a,X,-,-,-,r,a
nort3139,S,a,X,-,3,-,r,-
moro1292,S,-,X,-,e,-,r,-
gulf1241,S,a,X,-,a,-,r,-
jude1267,S,a,X,-,-,-,r,a
malt1254,S,a,X,-,a,-,r,-
chad1249,S,i,7,-,i,-,r,-
cypr1248,S,a,x,v,e,S,X,f
nubi1253,s,u,-,-,-,-,-,-
