language,x1,x2,x3
egyp1253,n,a,r
jude1266,n,a,r
jude1266,n,a,r
nort3139,n,a,r
nort3139,n,a,r
jude1267,n,a,r
malt1254,n,a,r
chad1249,n,a,r
uzbe1248,n,a,r
