language,x1,x2,x3,x4,x5
jude1266,q,a,t,a,l
jude1266,k,i,t,a,l
nort3139,k,a,t,a,l
nort3139,7,a,t,a,l
moro1292,q,-,t,e,l
gulf1241,g,i,t,a,l
jude1267,g,a,t,a,l
malt1254,7,a,t,e,l
chad1249,k,a,t,a,l
uzbe1248,q,a,t,a,l
cypr1248,q,-,t,-,l
nubi1253,k,a,t,u,l
