language,x1,x2,x3,x4,x5,x6,x7,x8,x9
egyp1253,w,i,-,-,-,d,-,n,-
jude1266,-,3,-,-,-,d,3,n,-
jude1266,7,i,-,-,-,8,i,n,-
nort3139,-,i,-,-,-,8,-,n,-
nort3139,7,3,-,-,-,d,3,n,-
moro1292,w,-,-,-,-,d,e,n,-
gulf1241,-,i,-,-,-,8,i,n,-
jude1267,7,i,-,-,-,8,-,n,-
malt1254,w,i,-,-,-,d,-,n,a
chad1249,-,-,-,-,-,d,a,n,-
uzbe1248,7,i,-,-,-,z,3,n,-
cypr1248,-,i,8,n,7,8,-,n,-
nubi1253,-,a,-,-,-,d,a,n,-
