language,x1,x2,x3,x4,x5
egyp1253,7,i,S,r,-
jude1266,g,i,S,r,a
nort3139,k,i,S,r,-
moro1292,q,e,S,r,a
gulf1241,g,i,S,r,a
jude1267,g,i,S,r,-
malt1254,7,o,S,r,a
chad1249,l,i,-,h,e
