language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,u,-,m,a,g,a,l,-,-,i,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,u,-,m,a,g,a,l,-,-,i,n,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wira1262,N,-,-,i,n,-,-,-,a,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wang1291,-,-,-,-,n,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,t,e,y,-
gugu1255,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dyir1250,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,T,i,n,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,p,a,q,a,m,u
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pint1250,-,-,-,-,-,-,-,-,-,-,-,-,N,a,k,u,t,T,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,i,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,u,-,-
nyan1301,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,5,-,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,a,w,a,n,i,5,k,u,-,T,a,r,a,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,d,-,o,d,T,a,r,a,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,a,t,a,r,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,u,-,4,a,-,-,r,-,k,u,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,-,l,u,g,u,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,u,-,n,a,-,-,r,-,g,u,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,m,-,-,-
warl1254,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,a,n,a,t,u,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,5,-,-,a,n,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1235,5,-,-,a,n,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,i,-,5,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,i,-,-
jaru1254,5,i,l,a,-,-,-,-,-,-,-,-,w,-,-,i,-,y,a,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,a,n,T,i,w,a,r,i,l,p,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,4,a,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,L,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,y,i,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,o,-,-,-,-,-,l,-,y,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,y,i,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhan1270,d,-,-,u,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,m,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,y,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,w,e,p,-
yany1243,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,u,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kala1377,-,-,-,i,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,t,e,r,-
