language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
ngaa1240,y,a,k,-,-,-,-,u,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pint1251,-,a,k,-,-,-,-,u,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pitj1243,-,a,k,-,-,-,-,u,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pint1250,-,-,k,i,5,-,m,i,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
kuka1246,-,-,N,-,-,-,-,a,-,5,-,-,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,p,a,-
nyam1271,-,-,T,-,-,-,-,i,-,r,-,m,-,-,-,-,-,i,-,L,k,a,r,i,y,a,m,p,a,-
nyan1301,-,-,T,-,-,-,-,i,-,r,-,m,-,-,-,-,-,i,-,L,-,-,-,-,-,-,-,-,-,-
mart1256,-,-,w,-,-,-,-,a,-,r,-,k,-,-,-,-,-,u,-,l,-,-,-,-,y,-,-,p,a,-
wanm1242,-,-,T,-,-,-,-,i,-,r,-,m,-,-,-,-,-,i,-,l,-,-,-,-,y,-,-,p,a,-
kara1476,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kara1476,-,-,T,-,-,-,-,i,-,r,-,m,-,-,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-
nhan1238,-,-,w,-,-,-,-,i,-,t,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
waja1257,-,-,g,-,-,-,-,a,n,d,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,u,-
bayu1240,-,-,k,-,-,-,-,a,-,L,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,-,-,-
dhal1245,-,-,k,-,-,-,-,a,-,L,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,k,-,-,-,-,a,-,L,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,y,-,-,-,-,a,-,r,-,b,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,-,a,-
ngar1287,-,-,N,-,-,-,-,a,-,5,-,-,-,-,-,-,-,u,-,d,-,-,-,-,-,-,-,-,a,-
yind1247,-,-,y,-,-,-,-,a,-,r,-,w,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,a,-
nyun1247,-,-,b,-,-,-,-,a,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,T,-,-,-,-,i,-,-,-,m,-,-,-,-,-,i,-,5,-,-,-,-,-,-,-,p,a,-
warl1254,m,u,k,-,-,-,-,a,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
waru1265,-,-,T,-,-,-,-,u,-,-,-,n,-,-,p,a,l,i,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,T,-,-,-,-,i,-,l,-,N,-,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-
ngar1235,-,-,T,-,-,-,-,i,-,l,-,N,-,-,-,-,-,i,-,d,-,-,-,-,-,-,-,-,-,-
mudb1240,-,-,T,-,-,-,-,i,-,l,-,N,-,-,-,-,-,i,-,d,-,-,-,-,-,-,-,-,a,-
jaru1254,-,d,T,-,-,-,-,i,-,l,-,N,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-
walm1241,-,-,t,-,-,-,-,i,-,r,-,m,-,-,-,-,-,i,-,L,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
naru1238,-,-,m,-,-,-,-,a,-,l,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,-,-,-,a,-
dier1241,-,-,k,-,-,-,-,a,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
yand1253,-,-,k,-,-,-,-,a,-,5,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
dhuw1249,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,7,-
djam1256,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,7,-
gupa1247,-,-,w,-,-,-,-,u,-,-,-,b,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,7,-
guma1253,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,7,-
dhan1270,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,7,-
dayi1244,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,w,-,-,-,-,u,-,-,-,b,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,N,-,-,-,-,u,-,r,-,b,-,-,-,-,-,i,-,r,-,-,-,-,d,-,-,T,i,-
waga1260,-,-,-,-,-,-,-,i,-,-,-,m,-,-,p,-,-,e,-,l,-,-,-,-,-,-,-,-,u,-
warl1256,-,-,k,-,-,-,-,u,-,-,-,n,-,-,k,-,-,i,-,t,-,-,-,-,-,-,-,-,a,-
yany1243,-,-,N,-,-,-,-,a,-,-,-,n,d,a,w,-,-,i,n,d,-,-,-,-,-,-,-,-,i,-
kala1377,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,a,-,-,-,n,-,-,T,-,-,e,-,y,-,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,n,-,-,T,-,-,e,-,y,-,-,-,-,-,-,-,-,e,-
