language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,m,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
gami1243,-,-,m,-,-,-,-,-,-,o,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
wira1262,-,-,m,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
wang1291,-,-,m,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
muru1266,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
kumb1268,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
darl1243,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
guny1241,-,-,m,-,-,-,-,-,-,a,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-
marg1253,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
kung1258,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
bidy1243,-,-,m,-,-,-,-,-,-,u,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
maya1280,-,-,m,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
gugu1255,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,i,g,-,a,-,-,l,-,-
kuku1273,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
dyaa1242,-,-,m,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
yidi1250,-,-,m,-,-,-,-,-,-,a,n,-,d,-,-,-,-,-,-,i,-,-,-,-,-
dyir1250,-,-,m,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
warr1255,-,-,m,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
paka1251,-,-,p,-,-,-,-,-,-,o,-,-,l,-,-,-,a,m,-,a,-,-,-,-,-
kuku1280,-,-,m,-,-,-,-,-,-,a,-,-,7,-,-,-,-,-,-,a,-,-,-,-,-
wikm1247,-,-,m,-,-,-,-,-,-,a,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,m,-,-,-,-,-,-,a,-,-,q,-,-,-,-,-,-,a,-,-,-,-,-
