language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
wira1262,-,-,-,w,-,-,a,r,u,y,a,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kumb1268,n,a,m,b,-,-,a,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
darl1243,-,-,-,y,-,-,a,-,-,-,-,l,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-
marg1253,-,-,-,b,-,-,a,-,-,-,-,5,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-
kuku1273,-,-,-,w,-,-,a,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,a,-,n,i,l,-
ngaa1240,-,-,-,k,a,w,u,-,-,-,-,n,-,t,-,u,m,-,-,a,n,-,u,-,-,-,-,-
pitj1243,-,-,-,k,a,-,u,-,-,-,-,n,-,t,-,a,m,i,l,a,n,-,i,-,-,-,-,-
nyam1271,-,-,-,y,-,-,i,-,-,-,-,-,-,n,-,i,-,-,-,-,l,k,u,-,-,-,-,-
mart1256,-,-,-,y,-,-,i,-,-,-,-,l,y,T,-,u,-,-,-,-,n,-,u,-,-,-,-,-
bayu1240,k,-,a,w,-,-,u,-,-,-,-,n,-,t,-,a,m,u,-,-,n,-,i,-,-,-,-,-
ngar1287,-,-,-,y,-,-,i,-,-,-,-,n,-,d,-,a,-,-,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dier1241,-,-,-,d,-,-,i,-,-,-,-,n,-,p,-,a,t,-,-,-,-,-,a,-,-,-,-,-
yand1253,-,-,-,k,-,-,a,-,-,-,-,n,-,d,-,a,m,-,-,-,-,-,a,-,-,-,-,-
dhuw1249,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
djam1256,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
gupa1247,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
guma1253,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
dhan1270,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
dayi1244,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
yann1237,-,-,-,b,-,-,o,-,-,-,-,-,-,t,-,u,-,-,-,-,r,-,u,-,-,-,-,-
djin1253,-,-,-,b,-,-,u,-,-,-,-,-,-,t,T,u,-,-,-,-,r,-,u,d,T,i,g,i
kala1377,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,u,-,-,-,-,l,a,i,-,-,-,-,-
