language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,i,-,-
gami1243,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,i,-,-
wira1262,k,-,-,-,-,u,n,i,-,-,n,a,-,-,-,r,-,-,-,-,u,N,-
wang1291,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,i,-,-
muru1266,p,-,-,-,-,a,p,-,-,-,-,a,-,-,-,t,-,-,-,-,u,-,-
kumb1268,b,-,-,-,-,a,b,-,-,-,-,a,-,-,-,5,-,-,-,-,-,-,-
darl1243,g,-,-,-,-,-,-,-,-,-,-,a,n,T,d,T,-,-,-,-,a,-,-
guny1241,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,5,-
marg1253,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,5,-
gugu1255,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
kuku1273,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
dyaa1242,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
yidi1250,g,-,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,b,-,u,-,-
dyir1250,g,-,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,b,-,u,-,-
warr1255,g,-,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,b,-,u,n,a
kuku1280,k,u,y,u,w,a,y,a,N,a,t,a,-,-,-,m,-,-,-,-,e,-,-
wikm1247,k,-,-,-,-,-,-,-,-,-,-,e,-,-,-,m,-,-,-,-,-,-,-
umpi1239,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,m,-,i,-,-
gurd1238,k,-,-,-,-,-,-,-,-,-,-,a,r,-,-,p,-,3,t,-,i,8,-
ngaa1240,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,a,L,-,i,-,-
pitj1243,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
kuka1246,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,a,L,-,i,-,-
nyam1271,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,i,T,-,i,-,-
nyan1301,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
mart1256,5,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
wanm1242,5,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
kara1476,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-,i,-,-
waja1257,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,5,T,a,r,-,i,-,-
bayu1240,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,4,t,a,r,-,i,-,-
dhal1245,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,4,t,a,r,-,i,-,-
dhar1247,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,a,r,-,i,-,-
kurr1243,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,t,a,r,-,i,-,-
pany1241,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,t,a,r,-,i,-,-
ngar1287,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,4,t,a,r,-,i,-,-
yind1247,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,4,t,a,r,-,i,-,-
nyun1247,d,-,-,-,-,-,-,-,-,-,-,e,-,-,-,m,-,-,-,-,-,-,-
warl1255,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,a,-,-
warl1254,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,a,-,-
waru1265,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,u,-,-
guri1247,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,u,-,-
ngar1235,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,u,-,-
mudb1240,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,u,-,-
jaru1254,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,a,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,i,n,-,i,-,-
naru1238,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,i,d,-,i,-,-
dier1241,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,i,n,-,i,-,-
yand1253,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,T,i,n,-,i,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
yann1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,E,r,-,i,-,-
djin1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,i,d,y,i,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,p,-,e,r,-,i,-,-
warl1256,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p,-,-,-,-,a,-,-
yany1243,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,k,-,u,t,-,i,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,5,-,a,5,-,-,-,-
