language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
gami1243,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-
gami1243,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-
wira1262,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-
wang1291,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,i,-
muru1266,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,N,k,-,-,-,-,a,-
kumb1268,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,w,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-
darl1243,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,t,-,-,-,-,a,-
guny1241,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-
marg1253,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-
gugu1255,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-
kuku1273,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-
dyaa1242,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,l
yidi1250,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-
dyir1250,-,-,-,d,-,-,y,-,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,g,-,-,-,-,-,a,y
warr1255,g,a,5,d,-,-,y,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-
kuku1280,p,i,-,-,-,-,t,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-
wikm1247,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,a,t
gurd1238,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,-,-,N,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,a,-,-,-,n,-,-,-,-,-,i,-
kuka1246,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,r,u,t,T,-,-,-,u,-,-,-,r,-,-,-,-,-,a,-
mart1256,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,a,-,-,-,n,-,-,-,-,-,u,-
wanm1242,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-
nhan1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,N,-,-,g,-,-,-,-,-,-,u,d,-,-,-,-,-,a,-
waja1257,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
bayu1240,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,a,5,T,i,n,m,-,-,-,-,a,-
dhal1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,a,l,g,i,n,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,a,-,w,i,r,-,-,-,-,-,u,-
kurr1243,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,a,-,-,-,l,k,-,-,-,-,u,-
ngar1287,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,a,-,-,-,g,-,-,-,-,-,a,-
yind1247,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,a,-,-,-,7,-,-,-,-,-,a,-
nyun1247,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-
