language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,w,a,r,g,a,-,-,n,-,-,-,b,-,-,-,-,a,-,-,m,-,-,-,a,l,i
gami1243,w,a,r,g,a,-,-,n,-,-,-,b,-,-,-,-,a,-,-,m,-,-,-,a,l,i
wira1262,-,-,-,g,u,-,-,m,-,-,-,b,-,-,-,-,i,-,-,N,-,-,-,a,-,-
muru1266,-,-,-,k,u,-,-,m,-,-,-,p,-,-,-,-,i,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,N,u,-,-,l,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,a,-,-
guny1241,-,-,-,N,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-
marg1253,-,-,-,N,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-
gugu1255,-,-,-,d,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,-,a,r,-
kuku1273,-,-,-,d,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-
dyaa1242,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,i,l,-
yidi1250,-,-,-,b,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,a,-,-
warr1255,-,-,-,w,a,r,-,d,-,-,-,y,-,-,-,-,u,-,-,m,-,-,b,a,-,-
paka1251,-,-,-,k,a,-,-,-,-,-,-,w,-,-,-,-,e,-,-,4,-,-,-,a,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,u,-,-,n,-,-,T,a,N,-
umpi1239,-,-,-,t,a,-,-,N,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-
kuuk1238,-,-,-,t,a,-,-,N,-,-,-,k,-,-,-,-,a,-,-,5,-,-,-,a,-,-
gurd1238,-,-,-,d,i,-,-,N,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-
pint1251,-,-,-,m,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,k,i,-,-
kuka1246,-,-,-,k,u,-,-,r,-,-,-,p,-,-,-,-,i,-,-,l,-,-,-,a,-,-
nyam1271,-,-,-,k,a,-,-,y,-,a,-,r,i,-,y,-,a,-,-,m,-,-,p,a,-,-
mart1256,-,-,-,T,a,-,-,L,-,a,-,T,-,-,-,-,u,-,-,n,-,-,-,u,-,-
wanm1242,-,-,-,T,a,-,-,l,-,-,-,p,-,-,-,-,a,-,-,5,-,-,-,a,-,-
kara1476,-,-,-,g,o,-,-,L,g,o,-,L,i,n,d,-,a,-,-,n,-,-,-,a,-,-
nhan1238,-,-,-,w,a,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
bayu1240,-,-,-,w,i,-,-,l,y,i,-,w,i,-,l,y,i,-,-,n,-,-,m,a,-,-
dhal1245,-,-,-,N,a,L,i,r,-,-,-,-,i,-,r,-,i,-,-,n,-,-,-,-,-,-
dhar1247,-,-,-,w,a,T,a,r,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,p,u,-,-,n,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-
ngar1287,-,-,-,w,i,-,-,l,y,i,-,w,i,-,l,y,i,-,-,-,-,-,m,a,-,-
yind1247,-,-,-,b,u,-,-,5,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
nyun1247,-,-,-,g,a,-,-,g,-,-,-,-,a,-,l,-,o,-,-,n,-,-,-,e,-,-
warl1255,-,-,-,w,u,-,-,L,-,u,k,k,a,-,L,-,a,k,-,-,-,-,-,a,-,-
warl1254,-,-,-,y,u,-,-,L,-,-,-,k,u,-,r,p,a,r,i,n,-,-,-,i,-,-
guri1247,-,-,-,t,u,-,-,L,-,u,t,k,a,-,N,-,a,-,-,n,-,-,-,a,-,-
ngar1235,-,-,-,w,u,-,-,l,y,u,-,g,-,-,m,-,a,-,-,n,-,-,-,i,-,-
jaru1254,-,-,-,l,u,-,-,g,-,u,r,-,u,-,N,-,a,-,-,n,-,-,-,-,-,-
walm1241,-,-,-,5,u,-,-,m,-,u,-,k,-,-,m,-,a,-,-,n,-,i,m,a,-,-
yand1253,-,-,-,-,i,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-
dhuw1249,-,-,-,r,i,5,-,d,T,u,-,p,-,-,-,-,u,-,-,n,-,-,-,u,m,-
djam1256,-,-,-,r,i,5,-,d,T,u,-,p,-,-,-,-,u,-,-,n,-,-,-,u,m,-
gupa1247,-,-,-,r,u,-,-,r,g,u,-,y,-,-,-,-,u,-,-,n,-,-,-,-,-,-
dayi1244,-,-,-,m,e,-,-,l,L,u,-,p,-,-,-,-,u,-,-,n,m,a,r,a,m,-
rita1239,-,-,-,L,u,-,-,r,g,u,7,y,-,-,-,-,u,-,-,n,-,-,-,-,-,-
yann1237,-,-,-,r,u,-,-,r,g,u,-,y,-,-,-,-,u,-,-,n,-,-,-,-,-,-
djin1253,-,-,-,r,u,-,-,r,T,i,-,m,-,-,-,-,i,-,-,r,-,-,g,i,-,-
waga1260,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,a,m,-
alya1239,-,-,-,-,a,-,-,l,-,e,-,w,-,-,-,-,e,-,-,y,-,-,-,e,l,-
