language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gami1243,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
wira1262,-,-,b,i,r,a,m,b,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wang1291,-,-,w,-,-,a,n,-,a,N,k,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
muru1266,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-
kumb1268,-,-,b,-,-,i,n,d,a,-,-,-,-,-,-,y,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-
darl1243,-,-,N,-,-,-,-,-,a,d,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
guny1241,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,-
marg1253,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
gugu1255,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,l,d,-,a,m,b,a,-,-,-,-,n,b,a,r,-,-,-
kuku1273,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,l,-,-,-,-,b,-,-,-,-,-,-,-,a,l,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,a,-,b,-,-,-,-,-,-,-,a,y,-,-,-
dyir1250,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
warr1255,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,m,b,-,-,-,-,-,-,-,i,-,-,-,-
paka1251,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,i,N,-,a,-
kuku1280,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
wikm1247,-,-,t,-,-,-,-,-,e,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,a,N,-,-,-
umpi1239,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kuuk1238,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-,a,-
gurd1238,-,-,d,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,k,-,u,-,-,-,-
pitj1243,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,5,-,i,-,-,-,-
pint1250,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-,T,u,-,-,-,-,n,-,u,-,-,-,-
kuka1246,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,n,t,T,a,r,p,u,-,-,-,-,w,-,a,-,-,-,-
nyam1271,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,p,-,-,-,-,-,-,-,i,-,-,-,-
nyan1301,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,p,i,-,-,-,-,l,-,i,-,-,-,-
mart1256,-,-,k,-,-,i,-,k,i,-,-,-,-,-,-,r,-,-,i,-,T,u,-,-,-,-,n,-,u,-,-,-,-
wanm1242,-,-,N,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,i,-,p,u,-,-,-,-,w,-,a,-,-,-,-
kara1476,i,l,b,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-
kara1476,i,l,b,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-
nhan1238,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,T,-,a,-,-,-,-
waja1257,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,T,-,i,-,-,-,-
bayu1240,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,y,a,-,-,-,-,t,-,a,n,m,a,-
dhal1245,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,n,d,-,i,-,y,a,-,-,-,-,l,g,i,n,-,-,-
dhar1247,-,-,T,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,g,u,-,-,-,-,r,-,u,-,-,-,-
pany1241,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-
ngar1287,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,y,-,i,-,-,-,-
yind1247,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,y,-,i,g,-,u,-
nyun1247,-,k,w,-,-,-,-,-,e,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,k,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,y,a,-,-,-,-,k,-,a,-,-,-,-
warl1254,-,-,k,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,T,i,-,-,-,-,n,-,i,-,-,-,-
waru1265,-,-,N,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,a,p,u,n,T,T,-,a,n,-,-,-
guri1247,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,-,-,y,u,w,a,n,a,n,-,a,-,-,-,-
ngar1235,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,T,-,-,-,-,y,u,w,a,-,-,n,-,i,-,-,-,-
