language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
mudb1240,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-
jaru1254,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-
adny1235,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dier1241,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
yand1253,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,p,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,p,-,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,p,-,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,p,-,-,-
dayi1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,u,p,-,u,n
rita1239,-,-,w,-,-,-,-,-,u,r,-,-,-,-,-,d,-,-,a,7,y,-,-,-,-,-,-,-,u,n,-,-,-
yann1237,-,-,w,-,-,-,-,-,a,n,-,-,-,-,-,7,-,-,-,-,p,-,-,-,-,-,-,-,u,m,-,a,-
djin1253,-,-,b,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,k,-,u,-,-,-,-
warl1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,k,-,a,-,-,-,-
yany1243,-,-,w,-,-,-,-,-,a,l,-,i,m,a,n,t,-,-,-,-,-,a,-,-,-,-,r,-,a,-,-,-,-
kala1377,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
alya1239,i,-,w,-,-,-,-,-,u,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ande1247,i,-,w,-,-,-,-,-,e,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2441,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
