language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
dyaa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
yidi1250,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
dyir1250,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
paka1251,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-
wikm1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-
umpi1239,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,u,N,u,n,-,a,-,-,-,-,-
kuuk1238,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,u,-,-,n,-,a,-,-,-,-,-
kanj1260,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,b,-
ngaa1240,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,t,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
pint1251,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,t,T,a,-,-,-,-,t,T,-,-,-,-,-,-,-,a,-,-,-,-,-
pitj1243,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,l,t,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,i,-,7,-,7,-
pint1250,N,u,-,r,a,y,-,-,-,-,-,-,-,-,-,a,-,-,l,t,-,-,-,-,-,-,-,T,-,-,i,-,-,N,k,a,-,7,-,7,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,T,-,-,i,-,-,d,-,u,-,-,-,-,-
nyam1271,-,-,-,t,a,l,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1301,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,n,i
mart1256,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
wanm1242,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,i,-,-,r,-,a,-,-,-,-,-
kara1476,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,d,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
kara1476,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,n,i
nhan1238,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,g,-,a,-,-,-,-,-
bayu1240,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
dhal1245,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
dhar1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
kurr1243,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,a,-,-,l,-,a,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,n,-,i,-,-,-,-,-
ngar1287,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,a,-,-,n,-,i,-,-,-,-,-
yind1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,i,-,-,l,-,a,-,-,-,-,-
nyun1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,5,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-
warl1255,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,i,-,-,-,-,-
warl1254,5,a,-,r,-,p,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,a,-,7,-,7,-
waru1265,-,-,-,-,-,w,a,n,T,a,7,7,w,a,5,a,-,-,n,t,-,a,7,7,w,a,n,T,-,-,a,-,-,t,-,a,-,7,-,7,-
guri1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,i,-,-,k,-,a,-,-,-,-,-
ngar1235,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,5,-,-,-,-,-,-,-,-,T,-,-,i,-,-,g,-,a,-,7,-,7,-
mudb1240,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,a,N,-,k,-,a,-,-,-,-,-
jaru1254,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,d,-,-,-,-,-,-,-,T,-,-,u,-,-,g,-,o,-,-,-,-,-
walm1241,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,T,-,-,a,-,-,r,-,a,-,-,-,-,-
adny1235,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,i,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
naru1238,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-
dier1241,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,d,a,y,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-
yand1253,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,l,a,N,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,i,-,-,-,-,-
dhuw1249,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,u,m,i
djam1256,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gupa1247,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,a,-,-,-,-,-
guma1253,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dhan1270,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
dayi1244,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
rita1239,n,i,N,n,-,g,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yann1237,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,E,-,-,N,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,a,-,-,-,-,-
djin1253,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,a,-,-,5,d,-,-,-,-,-,-,-,T,-,-,i,-,-,l,-,i,-,-,-,-,-
waga1260,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,e,-,-,n,-,-,-,-,-,-,-,-,t,-,-,e,-,-,r,-,i,-,-,-,-,-
warl1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,k,-,a,-,-,-,-,-
yany1243,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
kala1377,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,t,-,-,e,-,-,4,-,e,l,7,-,7,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,t,-,-,a,-,-,4,-,a,-,7,-,7,-
