language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
gami1243,-,-,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,-,-,a,g,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,-
muru1266,-,-,-,-,k,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,n,-,-,-,-,-
kumb1268,-,-,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,5,-,-,-,-,-
darl1243,-,-,-,-,y,-,-,a,-,-,-,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,d,-,T,a,-,-
marg1253,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,r,-,-,a,-,-
kung1258,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,r,-,-,a,-,-
gugu1255,-,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,T,-,-,i,-,-
dyaa1242,-,-,d,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,-,-,-,-,-,y,-,-
warr1255,-,-,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,g,-,-,-,-,-,-,-,-,u,b,a,l,-,-,a,-,-
paka1251,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
wikm1247,m,a,7,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,u,m,p,-,-,i,k,-,u,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,w,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,t,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
pint1251,-,-,t,-,T,-,-,a,m,p,u,t,T,a,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
pitj1243,-,-,t,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
pint1250,-,-,t,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kuka1246,-,-,t,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,T,-,-,-,-,-,-,-,-,u,-,-,k,a,t,i,-,-
nyam1271,-,-,m,a,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,r,-,i,-,-,5,-,-,-,-,-
nyan1301,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,u,-,k,-,-,a,t,-,i,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
wanm1242,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
kara1476,-,-,d,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
kara1476,-,-,N,a,k,-,-,a,-,-,-,r,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-,-
waja1257,-,-,-,-,t,-,-,u,-,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,r,i,N,-,g,i,-,T
warl1255,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,T,-,-,a,-,-,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
waru1265,-,-,-,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,N,-,-,a,-,-,-,-,-,-,L,k,u,5,T,a,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,w,-,-,a,-,-,-,-,-,-,d,-,i,-,w,a,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
