language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,-,-,g,-,-,-,u,-,g,-,-,i,-,-,l,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,-,g,-,-,-,u,-,g,-,-,i,-,-,l,-,-,-,-,-,-,-,-
wira1262,-,-,-,-,-,-,g,-,-,-,u,n,g,-,-,i,-,-,l,-,-,-,-,-,-,-,-
wang1291,-,-,-,-,-,-,d,i,m,b,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,i,w,a,5,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,-,-,-,-,-,i,-,p,-,-,a,-,-,5,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,-,-,g,-,-,-,a,m,b,-,-,a,-,-,r,-,-,-,-,-,-,-,-
warr1255,-,-,-,-,-,-,g,-,-,-,u,m,b,-,-,u,-,-,r,-,-,-,-,-,-,-,-
paka1251,-,-,-,-,-,-,k,-,-,-,u,-,T,-,-,e,-,-,r,-,-,-,-,-,-,i,-
wikm1247,-,-,-,-,-,-,N,-,-,-,a,k,t,-,-,e,-,-,t,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,l,-,-,-,o,m,p,-,-,i,-,-,d,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,l,y,-,-,a,r,p,a,-
pint1251,-,-,-,i,n,-,t,-,-,-,-,-,-,-,-,i,-,-,l,-,-,-,-,-,p,a,-
pint1250,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,-,-,l,y,-,-,a,r,p,a,-
kuka1246,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,T,a,-
nyam1271,-,-,-,-,-,-,T,-,-,-,a,-,p,-,-,u,-,-,r,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,-,k,-,-,-,u,-,p,-,-,i,-,-,l,-,-,-,-,-,y,a,-
mart1256,-,-,-,-,-,-,T,-,-,-,i,5,m,-,-,i,-,-,L,-,-,-,-,-,p,a,-
kara1476,-,-,-,-,d,-,T,-,-,-,a,-,b,-,-,o,-,-,r,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,t,a,l,a,r,-,a,-
dhal1245,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,t,a,l,a,r,-,a,-
dhar1247,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,a,r,-,i,-
kurr1243,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,5,T,-,-,a,t,-,-,-
ngar1287,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,p,i,l,y,-,-,a,-,-,-,-
yind1247,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,5,T,-,-,a,d,-,-,-
nyun1247,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,l,y,-,-,-,-,-,a,p
warl1254,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,-,a,-
waru1265,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,T,u,l,-,-,-,-,-,-,a,-
guri1247,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,r,N,-,-,-,-,-,a,n
jaru1254,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,i,-,-,l,N,-,-,-,-,-,i,n
adny1235,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,-,-,5,-,-,-,-,-,-,a,-
naru1238,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,r,g,-,-,-,-,-,u,-
yand1253,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,d,-,-,-,-,-,-,u,-
dhuw1249,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,u,k
djam1256,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,u,k
gupa1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,-,-,t,-,-,-,-,-,-,u,k
guma1253,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,d,-,-,-,-,-,-,a,5
rita1239,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,E,-,-,d,-,-,-,-,-,-,a,5
yann1237,w,a,k,a,l,u,N,-,-,-,u,-,w,a,y,i,-,-,4,-,-,-,-,-,-,a,-
djin1253,-,-,g,i,n,i,m,-,-,-,-,-,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,m,-,-,-,-,-,a,-
