language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
gami1243,-,-,-,-,m,a,-,-,i,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,m,a,-,-,y,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
wira1262,-,-,-,-,g,-,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-
wang1291,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,r,-,-,u,a,n,h,-,-,a,-,-,-,-,-,-
muru1266,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-
kumb1268,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,n,-,-,-
darl1243,-,-,-,-,y,-,-,-,e,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
guny1241,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-
marg1253,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-
kung1258,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-
bidy1243,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-
maya1280,-,-,-,-,w,-,-,-,a,-,-,n,-,-,-,-,d,-,-,-,-,-,T,-,-,a,-,-,r,-,-,-
gugu1255,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,-,g,-,-,a,-,-,y,-,-,-
kuku1273,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,r,-,-,-
dyaa1242,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,y,u,r,u,-,-,-,-,-,-
yidi1250,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,y,w,-,a,-,-,y,-,-,-
dyir1250,-,-,-,-,b,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,-,-,T,-,-,a,-,-,m,-,-,-
warr1255,g,a,-,-,w,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,-,g,-,-,a,w,u,l,-,-,-
paka1251,-,-,-,-,w,-,-,-,u,d,-,n,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kuku1280,-,-,-,-,p,-,-,-,e,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
wikm1247,-,-,-,-,t,-,-,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,w,-,-,-,u,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
