language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
nyun1247,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-
warl1255,-,-,y,i,-,w,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-
warl1254,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,t,i,y,a,-,-,-,-
waru1265,-,-,y,u,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-
guri1247,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,t,-,-,i,-,-,-,-
ngar1235,-,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,d,-,-,i,-,-,-,-
mudb1240,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-
jaru1254,-,-,-,-,-,g,o,l,i,b,a,w,a,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,n,-
adny1235,-,-,-,-,-,w,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-
naru1238,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,r,-,g,u,-,-,-,-
dier1241,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-
yand1253,-,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-
dhuw1249,-,-,-,-,-,g,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-
djam1256,-,-,-,-,-,g,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-
gupa1247,-,-,-,-,-,g,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-
guma1253,-,-,-,-,-,g,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,-,-,-
dhan1270,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,p,a,-,-,-,-
dayi1244,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,r,-,p,a,-,-,-,-
rita1239,-,-,b,o,-,l,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,l,-,-,o,-,-,-,-
yann1237,-,-,-,-,-,d,a,-,-,m,-,b,a,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,n,i
djin1253,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,r,t,T,i,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,r,-,-,i,-,-,r,-
warl1256,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,x,-,-,u,-,-,-,-
yany1243,-,-,-,-,-,w,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,d,-,-,a,-,-,-,-
kala1377,-,-,-,-,-,z,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,a,r,w,e,L,L,-,-,-,-,-,t,-,w,a,-,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,t,-,-,e,k,e,T,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,n,-,-,e,-,-,-,-
