language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gami1243,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,o,n,d,i,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,-,t,o,l,o,w,-,-,-,-,-,-,a,-,l,y,-,-,-,-,-,-,-,-,-,-,-,-
wira1262,-,-,-,-,-,-,-,-,-,-,w,o,-,m,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
wang1291,-,-,-,-,o,-,k,o,r,o,w,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,-,-,-,-,-,w,a,-,m,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,r,u,m,p,-,-,a,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,-,-,-,-,-,p,a,-,N,-,-,-,i,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-
bidy1243,-,-,-,-,-,-,-,-,-,-,g,o,n,b,-,-,e,i,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-
maya1280,-,-,-,-,-,-,-,-,-,-,y,u,l,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,n,-,-,-,-
gugu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,l,-,-,p,-,-,a,i,-,r,-,o,-,-
kuku1273,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,l,-,-,b,-,-,a,y,a,r,-,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,l,-,-,-,-,-,a,y,-,-,-,-,-,-
yidi1250,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,l,-,-,-,-,-,a,-,-,-,-,-,-,-
warr1255,-,-,-,-,-,-,-,-,-,-,k,u,l,m,-,-,p,u,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
paka1251,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,l,-,-,-,-,-,e,-,-,-,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,u,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,u,-,4,-,-,-,-,-,a,-,-,n,-,-,-,-
umpi1239,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-
kanj1260,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,l,-,-,-,-,-,i,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,r,-,-,m,-,-,a,-,-,n,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,l,a,-,n,-,-,k,u,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,l,a,-,n,-,-,k,u,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
pint1250,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,-,-,-,b,i,-,g,i,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,-,-,-,-,-,w,a,l,p,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,-,-,-,-,-,w,a,l,p,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
mart1256,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,r,a,-,p,a,k,u,-,-,-,-,-,-,-
wanm1242,-,-,-,-,-,-,-,-,-,-,w,a,L,p,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,N,a,-,b,-,-,-,a,-,l,-,-,-,-,-,i,-,-,n,-,T,-,-
kara1476,-,-,-,-,-,-,-,-,-,-,w,a,L,p,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,a,g,a,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,m,b,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,r,-,-,-,-,-,u,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,w,a,L,p,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,r,-,-,-,-,-,o,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,w,a,r,b,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,r,-,-,-,-,-,o,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,-,l,-,-,k,a,T,i,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,-,-,-,p,i,-,k,-,-,-,i,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,-,-,-,w,a,-,m,-,-,-,i,-,r,-,-,-,-,-,i,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,l,-,-,m,a,y,i,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,l,-,-,m,a,y,i,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,-,l,-,-,k,a,T,i,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,-,l,-,-,m,a,-,i,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,w,a,-,m,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,y,a,-,g,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
dier1241,d,i,t,T,i,e,T,o,n,o,w,-,-,-,-,-,-,o,-,r,-,-,k,-,-,o,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,L,-,-,p,-,-,u,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,i,-,d,-,-,-,-,-,i,-,-,t,-,T,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,i,-,d,-,-,-,-,-,i,-,-,t,-,T,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,i,-,d,-,-,-,-,-,i,-,-,t,-,T,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,L,-,-,p,-,-,u,-,-,-,-,-,-,-
