language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
nyun1247,-,-,-,b,o,-,-,-,t,-,-,e,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-
warl1255,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-
warl1254,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-
waru1265,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,n,T,-,-,-,-,-,u,-,n,-,-
guri1247,-,-,-,y,a,-,-,-,p,a,w,u,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-
ngar1235,-,-,-,y,a,-,-,-,b,a,g,a,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-
mudb1240,-,-,-,w,-,-,-,-,-,-,-,u,-,-,-,-,-,5,-,-,-,-,-,u,-,-,-,-
jaru1254,-,-,-,y,a,-,-,m,b,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
walm1241,-,-,-,l,a,-,-,m,p,a,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,v,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-
naru1238,-,-,-,g,i,-,-,-,-,-,-,-,-,-,-,-,-,d,-,T,-,-,-,a,-,-,-,-
dier1241,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-
yand1253,-,-,-,p,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,y,-,-,-,a,-,-,-,-
dhuw1249,-,-,-,5,u,-,-,-,m,-,-,u,-,-,-,-,-,k,u,-,-,-,n,i,-,5,-,-
djam1256,-,-,-,5,u,-,-,-,m,-,-,u,-,-,-,-,-,k,-,-,-,-,-,i,-,5,-,-
gupa1247,-,-,-,5,u,-,-,-,m,-,-,i,-,-,-,-,-,k,-,-,-,-,-,i,-,5,-,-
guma1253,-,-,-,y,u,-,-,-,m,-,-,u,-,-,-,-,r,k,-,-,-,-,-,u,-,-,-,-
dhan1270,-,-,-,5,u,-,-,-,m,-,-,u,-,-,-,-,-,k,u,-,-,-,n,i,-,5,-,-
dayi1244,-,-,-,5,u,-,-,-,m,-,-,u,-,-,-,-,-,k,u,-,-,-,n,i,-,5,7,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,5,a,N
yann1237,-,-,-,g,u,-,-,-,l,-,-,-,-,-,-,-,-,k,u,-,-,-,r,u,-,N,u,-
djin1253,-,-,-,-,-,-,-,-,m,-,-,i,-,-,-,-,-,l,i,y,-,i,r,i,-,N,-,-
waga1260,-,-,-,t,a,-,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,k,u,-,t,-,-
warl1256,-,-,-,t,a,-,-,-,w,-,-,i,-,-,-,-,-,y,-,-,-,a,w,i,-,-,-,-
yany1243,-,w,a,T,a,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,a,-,-,-,-
kala1377,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,e,l,y,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,e,l,y,-,-
west2441,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-
