language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,-,-,m,-,-,-,-,-,-,u,-,-,-,r,a,-,-,b,-,a,-,-,-
gami1243,-,-,m,-,-,-,-,-,-,a,-,-,-,r,a,-,-,b,-,a,-,-,-
wira1262,-,-,m,-,-,-,-,-,-,a,-,-,-,r,a,m,-,b,-,a,-,N,-
wang1291,-,-,y,-,i,-,-,-,-,a,-,-,-,d,-,-,-,-,-,a,-,-,-
muru1266,-,-,b,-,i,d,-,-,-,a,-,-,-,r,-,-,-,-,-,a,-,-,-
kumb1268,-,-,d,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,u,-,y,-
darl1243,-,-,k,-,u,N,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-,-,-
guny1241,-,-,m,-,-,-,-,-,-,u,-,-,-,d,-,-,-,g,-,a,-,-,-
marg1253,-,-,m,-,-,-,-,-,-,u,-,-,-,d,-,-,-,g,-,a,-,-,-
kung1258,-,-,d,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-,-
bidy1243,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,k,-,a,-,5,-
maya1280,-,-,m,-,-,-,-,-,-,a,n,-,-,d,-,-,-,T,-,a,-,-,-
gugu1255,-,-,d,-,a,-,-,-,b,a,-,-,-,r,-,-,-,-,-,-,-,-,-
kuku1273,-,-,N,-,u,l,-,-,k,u,-,-,-,r,-,-,-,-,-,-,-,-,-
dyaa1242,-,-,g,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-,-
yidi1250,-,-,g,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,i,-,5,-
dyir1250,d,-,y,-,-,-,-,-,-,i,-,-,-,g,-,-,-,-,-,i,-,l,-
warr1255,-,-,m,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,i,-,-,-
paka1251,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,i,-,-,-
kuku1280,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,i,-,-,-
wikm1247,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,y,-,-,-
umpi1239,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,i,-,-,-
kuuk1238,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,i,-,-,-
kanj1260,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,i,-,-,-
gurd1238,-,-,w,-,-,-,-,-,-,e,-,-,-,N,-,-,-,k,-,-,-,-,-
ngaa1240,-,-,k,-,-,-,-,-,-,u,-,-,-,r,a,m,u,n,-,u,-,-,-
pint1251,-,-,w,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,u,-,-,-
pitj1243,-,-,p,-,-,-,-,-,-,a,-,-,-,l,-,-,-,y,-,a,-,-,-
pint1250,-,-,p,-,-,-,-,-,-,a,n,t,i,r,-,-,-,p,-,a,-,-,-
kuka1246,-,-,p,-,-,-,-,-,-,a,-,-,-,l,-,-,-,y,-,a,-,-,-
nyam1271,-,-,w,-,-,-,-,-,-,a,n,b,e,r,-,-,-,-,-,i,-,-,-
nyan1301,-,-,N,-,-,-,-,-,-,a,-,-,-,l,-,-,-,y,p,a,-,-,-
mart1256,-,-,N,-,-,-,-,-,-,a,-,-,-,l,-,-,-,y,p,a,-,-,-
wanm1242,-,-,N,-,u,r,-,-,-,a,N,-,u,r,-,-,-,-,-,a,-,-,-
kara1476,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,p,-,u,-,-,-
nhan1238,k,u,7,-,-,-,-,-,-,a,-,-,-,L,-,-,-,-,-,u,-,-,-
waja1257,-,-,b,-,-,-,-,-,-,a,n,-,-,d,-,-,-,-,-,i,-,-,-
bayu1240,-,-,k,-,u,r,u,-,5,a,-,-,-,r,-,-,-,-,-,u,-,-,-
dhal1245,-,-,p,-,-,-,-,-,-,a,-,-,-,5,-,-,-,-,-,u,-,-,-
dhar1247,-,-,k,-,u,r,u,-,5,a,-,-,-,r,-,-,-,-,-,u,-,-,-
kurr1243,-,-,m,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-,-,u,-,r,a
pany1241,-,-,m,-,-,-,-,-,-,a,n,-,a,t,-,-,-,-,-,u,-,-,-
ngar1287,-,-,w,-,-,-,-,-,-,a,-,-,-,b,-,-,-,-,-,-,-,-,a
yind1247,-,-,m,-,-,-,-,-,-,a,r,-,-,g,-,-,-,-,-,u,-,r,a
nyun1247,-,-,q,-,u,-,-,-,-,a,-,-,-,b,-,-,-,-,-,a,-,-,-
warl1255,-,-,p,-,a,t,a,-,k,u,-,-,-,r,-,-,-,-,-,u,-,-,-
warl1254,-,-,N,-,-,-,-,-,-,u,-,-,-,r,-,-,-,T,-,u,-,-,-
waru1265,-,-,p,-,-,-,-,-,-,i,-,-,-,l,i,-,-,y,-,i,-,-,-
guri1247,-,-,p,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,u,-,-,-
mudb1240,-,-,b,-,a,d,a,-,w,u,-,-,-,r,-,-,-,-,-,u,-,-,-
jaru1254,-,-,g,-,-,-,-,-,-,i,-,-,-,d,-,-,-,-,-,a,-,-,-
adny1235,-,-,w,-,-,-,-,-,-,a,-,-,-,n,-,-,-,t,-,u,-,-,-
naru1238,-,-,g,-,u,r,-,-,-,a,-,-,-,n,-,-,-,-,-,a,-,-,-
dier1241,-,-,m,-,-,-,-,-,-,a,-,-,-,5,-,-,-,-,-,u,-,-,-
yand1253,-,-,p,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,-,i,-,-,-
dhuw1249,-,-,m,-,-,-,-,-,-,a,-,-,-,5,-,-,-,m,-,a,-,k,-
djam1256,N,a,m,-,-,-,-,-,-,a,k,-,u,l,-,-,-,-,-,i,-,-,-
gupa1247,-,-,w,-,-,-,-,-,-,a,-,-,-,l,u,-,t,T,-,u,-,-,-
guma1253,-,-,w,-,-,-,-,-,-,E,-,-,-,l,-,-,-,-,-,a,-,N,-
dhan1270,N,u,w,-,-,-,-,-,-,a,k,-,u,r,-,-,-,-,-,u,-,-,-
dayi1244,-,-,l,-,-,-,-,-,-,a,-,-,-,5,-,-,-,-,-,i,-,N,-
rita1239,N,a,m,-,-,-,-,-,-,a,k,-,u,l,-,-,-,-,-,i,-,-,-
yann1237,-,-,b,-,u,L,-,-,-,a,-,-,-,N,-,-,-,g,-,i,t,T,-
djin1253,-,-,L,-,-,-,-,-,-,a,-,-,-,t,-,-,-,T,-,u,-,-,-
waga1260,-,-,m,-,-,-,-,-,-,u,n,-,-,k,-,-,-,-,-,u,-,-,-
warl1256,-,-,m,-,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,a,-,-,-
yany1243,w,u,N,-,-,-,-,-,-,u,w,-,a,r,-,-,-,-,-,a,-,-,-
kala1377,-,-,m,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-,-
alya1239,-,-,m,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,-
ande1247,-,-,m,w,e,r,a,N,k,e,-,-,-,r,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,i,-,-,n,t,u,-,-,-,t,-,-,-,-,-,e,-,-,-
