language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kuku1280,-,-,-,w,-,-,-,-,-,-,a,-,y,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wikm1247,p,i,m,k,i,p,-,-,-,-,i,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,T,-,-,-,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-
kuuk1238,-,-,-,y,-,-,-,-,-,-,i,-,l,-,-,-,-,-,a,-,-,-,m,-,-,u,-,-,-,-,-
kanj1260,-,-,-,w,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
gurd1238,-,-,-,w,o,r,o,-,k,-,i,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,k,u,-,-,-,t,T,u,-,l,-,p,i,N,k,a,-,t,-,T,-,-,a,-,-,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,i,-,r,-,-,i,-,t,i,-,t,-,T,-,-,a,-,-,-,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,-,m,-,p,-,-,a,-,-,-,-,-
pint1250,-,-,-,y,-,-,-,-,-,-,u,-,n,-,-,-,-,-,a,n,t,-,T,-,-,i,-,-,-,-,-
kuka1246,-,-,-,m,-,-,-,-,-,-,a,-,d,a,w,-,-,-,a,-,-,-,r,-,-,a,-,-,-,-,-
nyam1271,-,-,-,m,-,-,-,-,-,-,i,-,t,-,-,-,-,-,a,-,-,-,5,-,-,a,-,-,-,-,-
nyan1301,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,5,-,T,i,-,-,-,-,-
wanm1242,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,i,l,-,p,a,-,-,-,-,-
kara1476,-,-,-,p,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-
nhan1238,-,-,-,y,-,-,-,-,-,-,a,-,g,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
waja1257,-,-,-,b,-,-,-,-,-,-,a,-,r,-,-,-,-,-,a,-,-,-,n,-,-,u,-,-,-,-,-
bayu1240,-,-,-,t,-,-,-,-,-,-,u,-,l,-,-,-,-,-,a,-,-,-,n,-,-,u,-,-,-,-,-
dhal1245,-,-,-,t,-,-,-,-,-,-,u,-,l,-,-,-,-,-,a,-,-,-,n,-,-,u,-,-,-,-,-
dhar1247,-,-,-,t,-,-,-,-,-,-,u,-,T,-,-,-,-,-,a,-,-,-,l,-,g,u,-,-,-,r,a
kurr1243,-,-,-,m,a,5,-,-,T,-,i,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pany1241,-,-,-,T,-,-,-,-,-,-,u,-,T,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
ngar1287,-,-,-,4,a,n,-,-,d,-,i,n,d,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
yind1247,-,-,-,T,-,-,-,-,-,-,u,-,T,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
nyun1247,-,-,-,m,-,-,-,-,-,-,a,n,d,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,N,-
warl1255,-,-,-,p,-,-,-,-,-,-,u,-,l,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-
warl1254,-,-,-,p,-,-,-,-,-,-,a,n,t,-,-,-,-,-,a,-,-,-,N,a,n,a,-,-,-,-,-
waru1265,-,-,-,w,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,l,-
guri1247,-,-,-,l,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,-
ngar1235,-,-,-,m,a,n,a,5,b,-,u,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
mudb1240,-,-,-,k,a,m,-,-,p,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
jaru1254,-,-,-,N,a,m,-,-,-,-,u,-,5,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
walm1241,-,-,-,T,i,y,u,-,w,-,i,-,n,-,-,-,-,-,-,-,-,-,p,-,-,i,-,-,-,5,-
adny1235,-,-,-,-,-,-,-,-,-,-,u,-,n,-,-,-,-,-,a,-,-,-,k,-,-,a,-,-,-,-,-
naru1238,-,-,-,b,-,-,-,-,-,-,u,-,L,-,-,-,-,g,a,-,-,-,y,-,-,a,-,d,-,l,i
dier1241,-,-,-,p,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,-,-,i,-,-,a,-,-,-,-,-
yand1253,-,-,-,m,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,-
dhuw1249,-,-,-,N,E,t,-,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,N,-
djam1256,-,-,-,w,-,-,-,-,-,-,u,-,L,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,n,-
gupa1247,-,-,-,n,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,t,-,T,-
guma1253,-,-,-,w,-,-,-,-,-,-,u,-,L,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,n,-
dhan1270,-,-,-,w,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,u
dayi1244,-,-,-,N,E,t,-,-,-,-,i,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,N,-
rita1239,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,-,-,n,-
yann1237,-,-,-,g,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,N,u
djin1253,-,-,-,g,-,-,-,-,-,-,a,-,y,-,-,-,-,-,-,-,-,-,p,-,-,i,-,-,-,N,i
waga1260,-,-,-,p,-,-,-,-,-,-,e,-,r,-,-,-,-,-,i,-,T,a,n,-,-,a,-,-,-,-,-
warl1256,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,5,-,-,i,-,-,-,-,-
yany1243,-,-,-,w,-,-,-,-,-,-,u,-,l,-,-,-,-,-,u,-,-,-,N,-,-,u,-,-,-,-,-
kala1377,-,-,-,d,-,-,-,-,-,-,o,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-,-,p,w,-,e,-,-,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,T,-,-,e,-,-,-,5,-
west2441,-,-,-,k,-,N,-,-,-,-,a,-,r,-,-,-,-,-,i,-,-,-,p,a,t,a,-,-,-,-,-
