language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,-,w,a,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,w,a,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
wira1262,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,r,a,y,-,-,-,-,-
wang1291,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,t,h,a,l,-,-,-,-,-
muru1266,-,-,-,-,-,t,a,-,-,-,-,n,-,-,-,-,t,i,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,m,a,-,-,-,-,-,-,-,-,-,r,u,-,-,-,m,-,-,-,-,-
darl1243,-,-,-,-,-,m,u,-,-,-,-,n,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
guny1241,-,-,-,-,-,d,a,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,d,a,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
bidy1243,-,-,-,-,-,d,a,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
maya1280,-,-,-,-,-,t,a,-,-,-,-,n,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-
gugu1255,-,-,-,-,-,m,i,-,-,l,-,g,-,-,-,-,-,o,-,-,-,l,-,-,-,-,-
kuku1273,-,-,-,-,-,w,a,-,n,d,-,-,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-
dyaa1242,-,-,-,-,-,g,i,-,-,l,m,b,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-
yidi1250,-,-,-,-,-,g,i,-,-,l,m,b,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-
dyir1250,-,-,-,-,-,T,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i
warr1255,-,-,-,-,-,p,a,-,-,l,-,p,-,-,-,-,-,a,-,-,-,l,-,-,-,-,a
paka1251,-,-,-,-,-,y,i,-,-,-,-,q,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,-,y,i,-,-,-,-,7,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,-,t,a,-,n,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,k,u,-,-,-,-,q,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,k,u,-,-,-,-,7,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
kanj1260,-,-,-,y,u,k,u,p,a,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,d,a,-,-,-,-,m,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,k,a,-,-,-,-,n,-,-,-,-,p,i,-,-,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,N,a,-,-,-,-,-,-,-,-,-,t,i,-,-,-,n,-,-,-,-,-
pint1250,-,-,-,-,-,m,u,-,-,-,-,-,-,-,-,-,t,u,-,-,-,r,-,-,-,k,a
kuka1246,-,-,-,-,-,m,u,-,-,-,-,-,-,-,-,-,t,u,-,-,-,r,-,-,-,k,a
nyam1271,-,-,-,-,-,w,o,-,-,-,-,n,-,-,-,-,d,o,-,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,T,i,-,-,-,-,n,-,-,-,-,T,i,-,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,-,T,i,-,-,-,-,5,-,-,-,-,T,i,-,m,a,m,-,-,-,-,a
wanm1242,-,-,-,-,-,T,i,-,-,-,-,5,-,-,-,-,T,i,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,-,l,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,a
kara1476,-,-,-,-,-,l,a,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,a
nhan1238,-,-,-,-,-,n,a,-,-,-,-,r,-,-,-,-,b,o,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,b,i,-,-,-,-,l,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-
bayu1240,-,-,-,-,-,4,u,-,-,-,-,l,-,-,-,-,g,a,-,-,-,n,-,-,-,-,-
dhal1245,-,-,-,-,-,4,u,-,-,-,-,l,-,-,-,-,g,a,-,-,-,n,-,-,-,-,-
dhar1247,-,-,-,-,-,4,a,-,-,-,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,T,i,-,-,-,-,5,-,-,-,-,T,i,-,-,-,-,-,-,-,-,-
