language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
dyir1250,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,g,-,-,-,-,-,-,-,-,a,l,-,-,-
wikm1247,-,-,-,-,-,p,-,-,-,-,-,-,-,u,p,a,-,r,-,-,a,-,t,-,-,-,-,-,-,-,-,a,N,-,-,-
umpi1239,-,-,-,-,-,w,-,-,-,-,-,-,-,i,T,a,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gurd1238,-,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,k,-,-
ngaa1240,-,-,-,-,-,y,-,-,-,-,-,-,-,u,l,i,-,n,-,t,a,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
pitj1243,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,N,-,-,a,-,-,-,-,-,5,-,-,-,-,i,-,-,-,-
pint1250,-,-,-,-,-,m,-,-,-,-,-,-,-,i,r,-,-,-,-,-,i,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
kuka1246,-,-,-,-,-,m,-,-,-,-,-,-,-,i,r,i,-,n,-,t,a,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-
nyam1271,-,-,-,-,-,m,a,-,-,-,-,-,-,-,-,-,-,L,-,k,a,-,r,-,i,-,N,i,w,i,L,a,-,-,-,-
nyan1301,-,-,-,-,-,p,a,n,i,p,-,-,-,u,-,-,-,N,-,k,a,-,-,-,-,-,5,-,-,-,-,a,-,-,-,-
mart1256,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
wanm1242,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kara1476,d,-,-,-,-,T,-,-,-,-,-,-,-,i,-,-,-,N,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,r,E,d
nhan1238,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,n,-,g,a,-,t,-,i,-,n,-,-,-,d,a,-,-,-,-
waja1257,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,p,i,l,-,-,-,-,-,a,-,-,-,n,-,m,a,-,n,-,-,-,m,-,-,-,-,a,-,-,-,-
dhar1247,-,-,-,-,-,w,i,t,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,u,-
pany1241,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,u,-,m,-,-,-,-,a,l,k,u,-
ngar1287,-,-,-,-,-,5,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,t,-,i,-,k,-,-,-,-,a,l,k,u,-
yind1247,-,-,-,-,-,5,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,d,-,i,-,m,-,-,-,-,a,-,g,u,-
nyun1247,d,a,-,-,-,b,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,e,-,t,-,-
warl1255,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,N,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,-,-,k,a,-,L,-,y,a,n,-,-,-,-,i,-,-,-,-
waru1265,-,-,-,-,-,w,a,l,-,p,-,-,-,u,-,-,-,n,T,T,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,n,-,-,a,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-
ngar1235,d,a,m,-,-,b,-,-,-,-,-,-,-,a,-,-,-,N,-,b,a,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-
mudb1240,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
jaru1254,-,-,-,-,-,n,-,-,-,-,-,-,-,a,g,-,-,l,-,-,a,-,-,-,-,-,n,-,-,-,g,u,-,-,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-
dier1241,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,n,-,k,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-
yand1253,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,d,-,-,-,r,-,-,-,-,i,-,-,-,-
dhuw1249,r,a,k,u,5,g,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gupa1247,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
guma1253,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dhan1270,-,-,-,-,-,b,-,-,-,-,-,-,-,o,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-
dayi1244,r,a,k,u,5,g,-,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yann1237,r,a,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
warl1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-
yany1243,-,-,-,-,-,k,-,-,-,-,-,-,-,u,d,a,n,m,-,-,a,n,t,-,a,-,r,-,-,-,-,a,-,-,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,m,-,-,a,-,-,-,-,-,m,-,-,-,-,a,-,-,i,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,r,i,-,y,-,-,-,-,o,-,-,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,t,-,-,-,w,-,-,-,-,e,m,-,-,-
