language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
gami1243,y,i,-,l,-,-,i,b,-,u,-
gami1243,y,i,-,l,-,-,i,b,-,u,-
wira1262,g,a,-,4,-,-,a,-,-,N,-
muru1266,t,a,-,k,-,-,a,-,-,-,-
kumb1268,g,a,-,r,-,-,a,-,-,-,-
darl1243,N,-,-,-,-,-,a,-,-,-,-
kung1258,-,-,-,d,-,-,u,-,-,-,-
gugu1255,g,a,-,l,m,b,a,-,-,-,-
kuku1273,N,a,-,r,-,-,a,-,-,-,-
dyaa1242,T,a,-,t,-,-,a,-,-,-,-
wikm1247,-,a,-,-,-,-,-,7,-,-,-
umpi1239,-,a,-,l,t,-,a,y,-,i,-
kuuk1238,-,-,-,-,k,-,u,y,-,i,-
gurd1238,-,a,-,r,-,-,-,-,-,-,-
ngaa1240,k,-,-,-,-,-,a,-,-,-,-
pint1251,p,-,-,-,-,-,a,-,-,-,-
pitj1243,m,u,-,n,-,-,u,-,-,-,-
kuka1246,k,-,-,-,-,-,a,m,-,u,-
nyam1271,p,-,-,-,-,-,a,-,-,-,-
nyan1301,p,-,-,-,-,-,a,-,-,-,-
mart1256,k,-,-,-,-,-,a,-,-,-,-
wanm1242,k,-,-,-,-,-,a,m,-,u,-
kara1476,b,-,-,-,-,-,a,-,-,-,-
kara1476,p,-,-,-,-,-,a,-,-,-,-
nhan1238,k,a,-,l,-,-,a,-,-,-,-
bayu1240,T,i,-,b,-,-,i,-,-,-,-
dhal1245,T,i,-,b,-,-,i,-,-,-,-
dhar1247,p,a,-,r,-,-,u,-,-,-,-
pany1241,k,u,-,n,-,-,u,-,-,-,-
yind1247,m,u,n,d,-,-,u,-,-,-,-
nyun1247,g,u,-,d,T,-,i,-,-,r,-
warl1255,k,-,-,-,-,-,a,p,-,i,-
warl1254,m,-,-,-,-,-,a,n,-,u,-
waru1265,k,-,-,-,-,-,a,m,-,i,-
guri1247,p,-,-,-,-,-,u,r,p,u,r
adny1235,-,-,-,-,-,-,a,d,n,i,-
dier1241,y,-,-,-,-,-,a,-,-,-,-
yand1253,y,-,-,-,-,-,a,-,-,-,-
dhuw1249,g,-,-,-,-,-,a,-,-,-,-
djam1256,g,-,-,-,-,-,a,-,-,-,-
gupa1247,g,-,-,-,-,-,a,-,-,-,-
guma1253,g,-,-,-,-,-,a,-,-,-,-
dhan1270,g,-,-,-,-,-,a,-,-,-,-
dayi1244,g,-,-,-,-,-,a,-,-,-,-
rita1239,b,i,-,l,-,-,i,-,-,-,-
yann1237,g,-,-,-,-,-,a,-,-,-,-
djin1253,-,-,-,-,-,-,a,-,-,-,-
waga1260,p,-,-,-,-,-,a,-,-,-,-
yany1243,k,u,-,l,-,-,u,-,-,-,-
kala1377,-,-,-,-,-,-,a,-,-,-,-
