language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
gami1243,-,-,-,-,-,-,N,-,-,u,m,-,i,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
gami1243,-,-,-,-,-,-,N,-,-,a,m,-,i,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-
wira1262,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,-,4,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-
darl1243,-,-,-,-,-,-,p,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-,i,-,-,-,-,-
guny1241,-,-,-,-,-,-,4,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-
marg1253,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kung1258,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-
bidy1243,-,-,-,-,-,-,4,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-
maya1280,-,-,-,-,-,-,4,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-
gugu1255,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kuku1273,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,T,i,l,-,-
dyaa1242,-,-,-,-,-,-,N,-,-,u,n,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,l,-,-
yidi1250,-,-,-,-,-,-,T,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
dyir1250,-,-,-,-,-,-,b,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,l,-,-
warr1255,-,-,-,-,-,-,N,-,-,u,n,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-
paka1251,-,-,-,-,-,-,n,-,-,a,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,-,-,-,-,i,-,-,-,-,-
wikm1247,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,k,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-,i,-,-,-,-,-
kuuk1238,k,u,-,-,-,-,T,-,-,a,-,-,-,-,-,5,-,-,-,-,-,-,-,a,-,-,-,-,-
kanj1260,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-
pint1251,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,N,-,-,a,5,-,-,-,i,-,-,-,-,-
pint1250,-,-,-,-,-,-,r,u,p,u,-,-,-,-,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-
kuka1246,-,-,-,-,-,-,n,-,T,a,-,-,-,-,-,N,a,n,a,n,-,-,-,a,-,-,-,-,-
nyam1271,w,e,-,a,-,-,n,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,o,-,-,-,-,-
nyan1301,p,-,-,a,r,-,T,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
mart1256,-,-,-,-,-,-,5,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,u,-,-,-,-,-
