language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
djam1256,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
dhan1270,y,u,t,u,N,-,-,g,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,g,-,-,-,a,-,n,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-
waga1260,-,-,-,-,p,u,-,t,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-
warl1256,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,a,m,a,-,-
kala1377,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,p,-
alya1239,-,i,-,-,y,-,-,l,-,e,p,e,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
ande1247,-,i,-,-,y,-,-,l,-,e,p,e,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,l,y,u,p,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
