language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
gami1243,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
gami1243,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
wira1262,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,N,-
wang1291,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,N,-
muru1266,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
kumb1268,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
darl1243,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,k,-,-,a,-,-
guny1241,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
marg1253,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
bidy1243,-,-,-,-,-,-,-,d,-,-,-,a,k,y,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
maya1280,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
gugu1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,u,-,m,a,n,-
kuku1273,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,r,-
dyaa1242,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
yidi1250,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
dyir1250,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
warr1255,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
paka1251,-,-,-,-,-,-,-,k,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-
kuku1280,-,-,-,-,-,-,-,k,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-
wikm1247,-,-,-,-,-,-,-,k,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-
umpi1239,-,-,-,-,-,-,-,k,-,-,-,a,-,n,-,-,-,-,t,-,-,-,-,-,-,-,a,n,-
kuuk1238,-,-,-,-,-,-,-,k,-,-,-,a,-,n,-,-,-,-,t,-,-,-,-,-,-,-,a,n,-
kanj1260,-,-,-,-,-,-,-,k,-,-,-,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-
gurd1238,-,-,-,-,-,-,-,8,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,t,-,-,T,-,-,-,u,-,n,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
pint1251,-,-,-,-,t,-,-,T,-,-,-,u,-,n,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
pint1250,-,-,-,-,-,-,-,w,-,i,l,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-
kuka1246,-,-,-,-,-,-,-,k,-,-,-,a,-,n,-,-,-,-,t,-,-,-,-,T,-,-,i,-,-
nyam1271,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,i
nyan1301,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,p,-,-,a,t,i
mart1256,-,-,-,-,-,-,-,T,-,-,-,u,-,n,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
wanm1242,-,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,L,i
kara1476,-,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,l,N,i,n,d,T,i,n,a,-,-
nhan1238,-,-,-,-,-,-,-,y,-,-,-,u,-,-,-,-,-,-,n,-,-,-,-,t,-,-,a,-,-
waja1257,-,-,-,-,-,-,-,g,-,-,-,u,-,n,d,i,g,u,n,-,-,-,-,d,-,-,i,-,-
bayu1240,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
dhal1245,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
dhar1247,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
kurr1243,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
pany1241,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
ngar1287,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
yind1247,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-
nyun1247,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,-,w,-,l,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,T,-,-,-,a,-,r,-,a,w,a,t,-,-,-,-,-,-,-,i,-,-
warl1254,-,-,-,-,-,-,-,w,-,-,-,a,-,n,-,a,-,-,L,-,-,-,-,-,-,-,i,-,-
waru1265,-,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,L,-,-,-,-,-,-,-,i,-,-
guri1247,-,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-
ngar1235,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-
mudb1240,-,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,L,-,-,-,-,-,-,-,u,-,-
jaru1254,-,-,-,-,d,-,-,T,-,-,-,a,-,l,-,a,-,-,l,-,-,-,-,-,a,N,a,-,-
walm1241,-,-,-,-,-,-,-,k,-,-,-,a,-,n,-,-,-,-,T,-,-,-,-,-,-,-,i,-,-
adny1235,-,-,-,-,-,-,-,-,-,-,-,a,-,4,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-
naru1238,-,-,-,-,-,-,-,g,-,-,-,a,-,n,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-
dier1241,-,-,-,-,-,-,-,t,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
yand1253,-,-,-,-,w,a,n,d,-,i,k,i,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-
dhuw1249,-,-,-,-,m,a,-,k,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-
