language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
nyan1301,w,a,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,T,-,-,-,-,-,-,-,-,i,-,-,-,-,-
mart1256,-,-,-,N,-,u,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-
wanm1242,w,a,-,n,-,a,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kara1476,-,-,-,g,-,o,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,-,-,-,d,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kara1476,-,-,-,k,-,u,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-
nhan1238,-,-,-,N,-,u,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-
waja1257,-,-,-,N,-,u,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-
bayu1240,-,-,-,m,-,a,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,-,u,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,-,5,-,-,-,-,T,-,-,-,a,-,-,-,-,-
dhar1247,-,-,-,4,-,a,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kurr1243,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,T,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,-,-,w,a,5,T,a,t,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
ngar1287,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,T,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
yind1247,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,T,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nyun1247,-,-,-,y,-,a,-,-,-,-,-,-,k,i,n,-,e,d,o,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-
warl1255,-,-,-,w,-,a,-,-,n,-,a,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
warl1254,-,-,-,w,-,a,-,-,n,-,a,-,p,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-
waru1265,-,-,-,w,-,i,-,-,n,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,k,-,-,-,i,-,-,-,-,-
guri1247,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,5,-,-
ngar1235,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,g,i,n,-,-
mudb1240,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,k,i,n,-,a
jaru1254,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,n,-,-
adny1235,-,-,-,-,-,u,-,-,-,-,-,-,d,-,-,n,-,-,i,-,-,-,-,-,5,-,-,-,-,-,-,-,-,i,-,-,-,-,-
dier1241,-,-,-,k,-,i,-,-,n,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,l,a,-,-,-,T,a,m,p,a,-,-,-,-,-
yand1253,-,-,-,p,-,a,-,-,n,-,-,-,d,i,-,w,-,-,i,-,-,-,-,-,l,-,-,-,-,k,-,-,-,a,-,-,-,-,-
dhuw1249,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,N,-,-
djam1256,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,N,-,-
gupa1247,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,N,-,-
guma1253,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,N,-,-
dhan1270,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,N,-,-
rita1239,r,i,r,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,r,p,i
yann1237,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,L,-,-,-,-,m,-,-,-,a,-,-,b,-,u
djin1253,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,i,-,-,b,-,i
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,n,t,u
yany1243,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,l,-,i
kala1377,-,o,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
alya1239,-,-,-,-,-,a,-,-,r,-,e,N,k,-,-,-,-,-,a,-,t,n,w,e,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2441,k,-,-,N,-,u,-,-,l,-,-,-,y,-,-,-,-,-,a,i,t,n,u,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-
