language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51
bayu1240,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,i,w,i,r,i,m,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,t,a,-,-,L,-,-,-,-,-,-,a,-,-,-,N,-,a,y,i,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,N,g,a,g,u,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,5,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waru1265,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,w,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,k,-,-,-,-,i,-,-,-,r,-,a,-,-,-,-,-,-,-,-,-,-
jaru1254,d,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,d,T,-,-,-,-,i,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
walm1241,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,5,-,T,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,-,-,N,a,-,-,-,-,-,-,-,-,-,-,-,p,a,-,-,-,-,-,l,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,t,-,-,T,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,b,-,-,-,-,-,-,-,-,-,-,a,7,y,u,n,-,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-
dhan1270,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,p,-,-,-,t,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,p,-,-,-,t,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,u,k,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,g,i,-,-,-,-,-,-,-,-
waga1260,n,-,-,u,-,-,n,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yany1243,k,i,w,u,m,a,n,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kala1377,m,-,-,o,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,a,d,-,-,-,-,a,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
alya1239,-,-,-,a,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ande1247,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
