language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
gami1243,-,-,g,e,-,l,-,-,i,-,-,-,-,-,-,-,-,-,-,e,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,g,e,-,l,-,-,i,-,-,-,-,-,-,-,-,-,-,e,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
wira1262,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-
wang1291,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,a,n,d,u,n,a,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,a,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,w,a,m,b,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,N,u,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-
guny1241,-,-,g,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-
kung1258,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,i,-,-,-,-,-,-,-,-,-,-
maya1280,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,l,-,k,a,-,-,-,-,-,-,-,-,l,-
gugu1255,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,-,-,-
kuku1273,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,-,l,-
dyaa1242,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,n,-,g,a,-,-,-,-,-,-,-,-,y,-
dyir1250,-,-,y,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,m,-
warr1255,-,-,b,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,-,-,-,-,-,-,-,-,-
wikm1247,-,-,w,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,w,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,i,-,-,-,-,-,-,-,-,-,-
kuuk1238,-,-,w,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,n,i,n,i,-,-,-,-,-,-,-,-,-,-
gurd1238,m,-,p,a,-,r,-,w,i,-,-,-,-,-,-,-,-,-,-,-,-,l,-,k,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,u,5,N,u,L,u,5,p,a,-,-
pint1251,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,L,-,-,u,-,-,-,-,-,-,-,-,-,-
pitj1243,-,-,N,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,-,-,-,-,-,-,-,-,-,-
pint1250,-,-,k,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,u,N,k,-,-,-,-,-,a,-,-
