language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
bayu1240,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,-,n
dhal1245,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,y,i,n
dhar1247,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,y,i,-
kurr1243,-,-,-,-,-,-,p,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,p,-,-,-,a,N,-,-,a,r,i,y,i,-
ngar1287,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
yind1247,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-
nyun1247,-,-,-,-,-,-,b,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,r,-,-
warl1255,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
warl1254,-,-,-,-,-,-,T,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-
waru1265,t,-,-,u,t,u,N,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
guri1247,-,-,-,-,-,-,m,-,-,-,a,k,-,i,-,-,n,-,-,-,-,-,-,-,k,-,a,r,i,5,a,n,a,-,-,-,-,-
ngar1235,-,-,-,-,-,-,w,-,-,-,a,n,-,a,-,-,n,-,-,-,-,-,-,-,g,-,a,r,i,5,-,-,a,-,-,-,-,-
mudb1240,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,i,n,-,-,a,-,-,-,-,-
jaru1254,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,n
adny1235,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
naru1238,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
dier1241,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-
yand1253,-,-,-,-,-,-,t,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-
dhuw1249,y,a,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,N,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
gupa1247,y,a,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,-,-,N,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
dhan1270,y,a,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,a,-,-,-,-,-
dayi1244,y,a,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,-,N,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
yann1237,-,-,-,-,-,-,N,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
djin1253,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,T,-,-,i,-,-,-,-,-
waga1260,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,-,N,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,p,-,-,a,-,-,-,-,-
yany1243,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,-,-,-
kala1377,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,u,-,-,-,i,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,k,w,a,y,n,-,-,t,e,y,-,-,e,-,-,l,-,-
ande1247,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,k,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2441,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,k,w,i,-,n,-,-,t,a,m,-,-,a,-,-,-,-,-
