language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
gami1243,-,-,-,-,-,-,b,a,-,b,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,-,b,a,-,b,i,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-
wira1262,-,-,-,-,-,-,-,e,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,i,-,-,-,e,-,-,-,-,-
wang1291,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-
muru1266,-,-,-,-,-,-,t,a,-,l,i,-,-,-,-,-,N,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-
kumb1268,-,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,g,-,-,-,u,w,-,-,a,-,-,-,-,-
darl1243,i,-,-,-,-,-,m,e,r,k,u,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
marg1253,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
bidy1243,-,-,-,-,-,-,w,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-
maya1280,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,a,-,m,-,-,-,-,b,-,-,a,-,-,-,-,-
gugu1255,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
kuku1273,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,k,-,-,u,-,-,-,-,-
dyaa1242,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,y,-,-
yidi1250,-,-,-,-,-,-,w,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
dyir1250,-,-,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,i,-,-,l,-,-
warr1255,d,-,-,-,-,-,y,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,i,-,-,-,-,-
paka1251,-,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,p,-,-,a,-,-,-,-,-
kuku1280,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,-,-,w,-,u,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-
wikm1247,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,n,-,-,-,t,p,u,-,k,-,-,-,a,m,-,-,a,-,-,N,-,-
umpi1239,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,n,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kuuk1238,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,n,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gurd1238,-,-,-,-,-,-,l,o,-,w,o,-,-,-,-,-,r,-,-,-,-,-,-,-,n,-,-,-,-,t,-,-,i,-,-,y,-,-
ngaa1240,N,a,r,i,-,-,k,-,-,-,u,t,T,i,-,-,n,-,-,-,t,-,u,-,r,-,-,-,i,N,-,k,u,-,-,-,-,-
pint1251,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,n,-,-,-,k,-,u,-,n,-,-,-,-,p,-,-,a,-,-,-,-,-
pitj1243,N,a,r,i,-,-,r,-,-,-,a,t,T,i,-,-,r,-,-,-,-,-,i,-,r,p,i,r,i,5,-,-,i,-,-,-,-,-
pint1250,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,n,-,-,-,k,-,u,-,n,-,-,-,-,p,-,-,a,-,-,-,-,-
kuka1246,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,t,-,u,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,b,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-
nyan1301,-,-,-,-,-,-,k,-,-,-,a,t,-,a,-,-,k,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-
mart1256,-,-,-,-,-,-,5,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,r,m,-,-,a,n,u,-,-,-,-,-,-,-
wanm1242,-,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,5,-,-,-,-,-,a,-,l,-,-,-,a,T,u,w,a,-,-,-,-,-
kara1476,-,-,-,-,-,-,g,-,-,-,a,d,-,a,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kara1476,-,-,-,-,-,-,k,-,-,-,a,t,-,a,-,-,k,a,k,a,t,-,i,-,y,-,-,-,a,5,-,-,a,-,-,-,-,-
nhan1238,-,-,-,-,-,-,w,-,-,-,u,p,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-
waja1257,-,-,-,-,-,-,5,-,-,-,u,b,-,a,y,i,m,-,-,-,-,-,a,-,4,-,-,-,-,-,-,-,a,-,-,-,-,-
