language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,-,-,m,-,u,-,-,d,-,-,u,-,-,-,-,-,-,g,-,-,a,-,-
gami1243,-,-,-,-,m,-,u,-,-,d,-,-,u,-,-,-,-,-,-,g,-,-,a,-,-
wira1262,-,-,-,-,b,a,w,-,a,n,-,g,u,-,-,-,o,-,-,r,-,-,-,-,-
wang1291,-,-,-,-,k,-,u,-,-,r,-,-,u,-,-,-,-,-,-,g,u,n,a,-,-
muru1266,-,-,-,-,m,-,u,-,-,k,-,-,u,-,-,-,N,-,-,k,-,-,a,-,-
kumb1268,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,a,-,-
darl1243,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
kung1258,-,-,-,-,y,-,i,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
gugu1255,-,-,-,-,g,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,w,e
kuku1273,-,-,-,-,k,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
dyaa1242,-,-,-,-,m,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
yidi1250,-,-,-,-,m,-,u,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
warr1255,-,-,-,-,y,-,u,-,-,l,-,g,u,-,-,-,-,-,-,r,-,-,u,y,-
wikm1247,-,-,-,-,-,-,i,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-
umpi1239,-,-,-,-,p,-,a,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-
gurd1238,-,-,-,-,T,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-
ngaa1240,-,-,-,-,k,-,a,-,-,n,-,-,i,5,t,T,a,-,-,r,-,-,a,-,-
pint1251,-,-,-,-,k,-,a,-,-,n,-,-,i,5,t,T,a,-,-,r,-,-,a,-,-
pint1250,-,-,-,-,k,-,a,-,-,n,-,-,i,5,t,T,a,-,-,r,-,-,a,-,-
kuka1246,-,-,-,-,k,-,a,-,-,n,-,-,i,5,t,T,a,-,-,r,-,-,a,-,-
nyam1271,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
nyan1301,-,-,-,-,k,-,a,-,-,n,-,-,i,5,-,k,a,-,-,t,-,-,i,-,-
mart1256,-,-,-,-,k,-,a,-,-,n,-,-,i,5,-,T,a,-,-,r,-,-,a,-,-
wanm1242,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,p,a,-,-
kara1476,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
nhan1238,-,-,-,-,m,-,a,-,-,w,-,-,u,N,-,k,-,-,-,-,-,-,a,-,-
waja1257,-,-,-,-,N,-,a,-,-,d,-,-,i,-,-,g,a,-,-,r,-,-,a,-,-
bayu1240,-,-,-,-,N,-,a,-,-,d,i,T,u,-,-,-,-,-,-,-,-,-,-,-,-
dhal1245,-,-,-,-,T,-,a,-,-,l,y,-,u,-,-,-,-,-,-,r,-,-,a,-,-
dhar1247,-,-,-,-,N,-,a,-,-,d,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,t,-,u,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,t,-,u,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,t,-,u,-,-,n,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
