language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
gami1243,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-,-,r,-,-,i,-
gami1243,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,i,-
wira1262,g,-,-,i,-,-,-,b,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-
wang1291,t,-,-,a,-,-,-,h,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-
muru1266,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,y,-,-,i,5
kumb1268,-,-,-,-,-,-,-,w,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-
darl1243,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,l,-,-,i,-
guny1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,d,-,-,i,-
marg1253,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,d,-,-,i,-
kung1258,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,-,i,-
bidy1243,k,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,b,-,-,i,-
maya1280,y,-,-,i,r,-,-,m,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-
gugu1255,b,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuku1273,p,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dyaa1242,b,u,r,i,-,-,-,b,u,-,r,-,-,i,-,-,-,-,-,-,-,-,-
yidi1250,b,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
dyir1250,y,-,-,a,r,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
warr1255,y,-,-,a,l,-,-,N,-,-,g,-,-,a,-,-,-,-,-,-,-,y,-
paka1251,p,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuku1280,p,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wikm1247,p,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,p,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kuuk1238,m,u,k,a,-,-,-,m,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
kanj1260,p,-,-,a,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,t,-,-,i,-
pint1251,-,-,-,-,-,-,-,p,u,-,n,-,-,-,-,-,-,-,t,-,-,u,-
pitj1243,-,-,-,-,-,-,-,-,a,-,n,-,-,a,-,-,-,-,N,-,-,u,-
pint1250,-,-,-,-,-,-,-,y,a,-,n,-,-,a,-,-,-,-,N,-,-,u,-
kuka1246,-,-,-,-,-,-,-,g,o,-,l,-,T,a,-,-,-,-,r,-,-,i,-
nyam1271,-,-,-,-,-,-,-,N,a,-,i,-,-,a,-,-,-,-,d,-,-,a,-
nyan1301,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,N,u,-
mart1256,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,u,-
wanm1242,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,-,t,-,-,a,-
kara1476,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,r,u,N,u,-
nhan1238,-,-,-,a,n,-,-,m,-,-,-,-,-,a,-,-,-,-,n,-,-,u,-
waja1257,w,-,-,a,n,d,i,N,-,-,-,-,-,a,-,-,-,-,l,-,-,i,-
bayu1240,k,-,-,a,-,-,-,5,-,-,-,-,-,a,-,-,-,-,r,-,-,a,-
dhal1245,k,-,-,a,-,-,-,5,-,-,-,-,-,a,-,-,-,-,r,-,-,a,-
dhar1247,k,-,-,a,-,-,-,5,-,-,-,-,-,a,-,-,-,-,r,-,-,a,-
kurr1243,-,-,-,-,-,-,-,4,-,-,-,-,-,a,-,-,-,-,w,-,-,u,-
pany1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,L,-,-,-,p,-,-,a,-
ngar1287,-,-,-,-,-,-,-,m,a,-,y,-,-,a,-,-,-,-,g,-,-,a,-
yind1247,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,d,-,-,a,-
nyun1247,-,-,-,-,-,-,-,y,o,u,N,-,-,a,-,-,-,-,r,-,-,-,-
warl1255,-,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,r,-,k,a,-
warl1254,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,p,-,-,a,-
waru1265,-,-,-,-,-,-,-,k,-,-,-,-,-,a,t,-,-,-,t,-,-,i,-
guri1247,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,u,m,p,-,-,i,n
ngar1235,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,u,m,b,-,-,i,n
mudb1240,-,-,-,-,-,-,-,N,-,-,-,-,-,a,5,T,u,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,w,-,-,u,n
adny1235,-,-,-,-,-,-,-,y,-,-,-,-,-,u,-,-,-,-,r,-,-,a,-
naru1238,-,-,-,-,-,-,-,4,-,-,-,-,-,i,-,-,-,-,b,-,-,u,-
dier1241,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,n,-,-,a,-
yand1253,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,n,-,-,a,-
dhuw1249,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,l,-,N,u,-
djam1256,-,-,-,-,-,-,-,y,-,-,-,-,-,o,-,-,-,-,l,-,N,u,-
