language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
gami1243,-,-,d,o,-,a,-,-,-,-,-,-,-,-,n,-,-,-,-,-
gami1243,-,-,t,o,w,o,-,-,-,-,-,-,-,-,n,-,-,-,-,-
wira1262,-,-,d,-,-,a,-,-,g,-,-,-,-,u,n,-,-,-,-,-
wang1291,-,-,d,-,-,u,-,-,k,-,-,-,-,u,n,-,-,-,-,-
muru1266,-,-,m,-,-,a,-,-,y,-,-,-,-,i,-,-,-,-,-,-
kumb1268,-,-,w,-,-,a,-,-,T,-,-,-,-,a,r,-,-,-,-,-
darl1243,-,-,4,-,-,a,-,-,t,-,-,-,-,i,-,-,-,-,-,-
guny1241,-,-,y,-,-,a,m,-,b,-,-,-,-,a,-,-,-,-,-,-
marg1253,-,-,y,-,-,a,m,-,b,-,-,-,-,a,-,-,-,-,-,-
kung1258,-,-,d,-,-,a,n,-,d,-,-,-,-,i,-,-,-,-,-,-
bidy1243,-,-,y,-,-,a,m,-,b,-,-,-,-,a,-,-,-,-,-,-
maya1280,-,-,m,-,-,a,-,-,k,-,i,-,y,a,-,-,-,-,-,-
gugu1255,-,-,p,o,-,a,-,-,p,-,o,-,-,a,-,-,-,-,-,-
kuku1273,-,-,b,-,-,u,-,-,b,-,-,-,-,u,-,-,-,-,-,-
dyaa1242,-,-,b,-,-,u,-,-,l,-,N,-,-,a,n,-,-,-,-,-
yidi1250,-,-,T,-,-,a,-,-,b,-,-,-,-,u,-,-,-,-,-,-
dyir1250,-,-,T,-,-,a,-,-,T,-,-,-,-,u,-,-,-,-,-,-
warr1255,-,-,g,-,-,a,-,-,y,-,-,-,-,i,-,-,-,-,-,-
paka1251,-,-,-,-,-,a,-,-,k,-,-,-,-,u,-,-,-,-,-,-
kuku1280,-,-,4,-,-,a,-,-,4,-,-,-,5,i,-,-,-,-,-,-
wikm1247,-,-,-,-,-,a,-,-,k,-,-,-,T,i,l,-,-,-,-,-
umpi1239,-,-,N,-,-,a,-,-,T,-,-,-,-,i,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,a,m,-,p,-,-,-,-,u,l,-,-,-,-,-
gurd1238,-,-,n,-,-,o,-,-,l,-,-,-,-,o,k,-,-,-,-,-
ngaa1240,-,-,m,-,-,a,n,-,t,-,-,-,-,a,-,-,-,-,-,-
pint1251,-,-,m,-,-,a,n,-,t,-,-,-,-,a,-,-,-,-,-,-
pitj1243,-,-,m,-,-,a,n,-,t,-,-,-,-,a,-,-,-,-,-,-
pint1250,-,-,m,-,-,a,n,-,t,-,-,-,-,a,-,-,-,-,-,-
kuka1246,-,-,w,-,-,a,-,-,r,-,i,-,w,a,r,-,-,-,-,i
nyam1271,-,-,N,-,-,a,5,-,T,-,-,-,-,a,-,-,-,-,-,-
nyan1301,-,-,w,-,-,a,-,-,r,-,-,-,-,a,n,-,-,-,-,-
mart1256,-,-,p,-,-,a,-,-,n,-,-,-,-,a,-,-,-,-,-,-
wanm1242,-,-,L,-,-,a,-,-,N,-,-,-,-,a,-,-,-,-,-,-
kara1476,-,-,N,-,-,u,-,-,r,-,-,-,-,a,-,-,-,-,-,-
nhan1238,-,-,-,-,-,u,t,u,l,-,-,-,-,u,-,-,-,-,-,-
