language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
wikm1247,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,a,-,-,y,-,-
kuuk1238,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,a,-,-,y,-,-
kanj1260,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,w,-,-,-,-,a,-,-,y,-,-
gurd1238,-,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,i,-,-,N,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,a,-,r,a,p,i,t,i,5
pint1251,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,a,-,r,a,-,-,-,-,-
pint1250,-,-,-,-,l,-,-,-,-,-,-,u,-,-,k,-,-,u,r,-,-,-,k,u,-,-,-,-,-
kuka1246,-,-,-,-,g,-,-,-,-,-,-,a,-,-,g,-,-,a,r,-,-,-,-,a,-,-,-,-,-
nyam1271,-,-,-,-,y,-,-,-,-,-,-,a,-,-,p,-,-,u,l,-,-,-,p,a,-,-,-,-,-
nyan1301,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
mart1256,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
kara1476,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,-,a,n,-,N,-,-,a,l,-,-,-,-,u,-,-,-,-,-
waja1257,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,a,r,a,r,-,-,-,-,a,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,a,d,-,-,-,-,a,-,n,d,u,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,a,d,-,-,-,-,a,-,n,d,u,-
dhar1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,a,d,-,-,-,-,a,-,-,t,u,-
kurr1243,-,-,-,-,T,-,-,-,-,-,-,i,N,-,k,-,-,a,t,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
ngar1287,-,-,-,-,T,-,-,-,-,-,-,i,N,-,g,-,-,a,y,-,-,-,-,i,-,-,-,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,n,-,-,-,-,i,-,-,-,-,-
nyun1247,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
warl1254,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,a,r,a,r,-,-,-,-,a,-,-,-,-,-
waru1265,-,-,-,-,k,-,-,-,-,-,-,a,-,-,k,-,-,u,r,-,-,-,-,u,-,-,-,-,-
guri1247,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-
ngar1235,-,-,-,-,g,-,-,-,-,-,-,a,r,a,w,-,-,a,r,-,-,-,-,a,-,-,-,-,-
mudb1240,-,-,-,-,k,-,-,-,-,-,-,a,r,a,y,-,-,i,r,-,-,-,-,a,-,-,-,-,-
jaru1254,-,-,-,-,g,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-
adny1235,y,-,u,n,t,u,-,-,v,-,-,u,-,-,k,-,-,a,r,-,-,-,-,a,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,i,r,-,i,-,w,a,-,-,-,-,-
yand1253,d,r,i,-,t,-,-,-,-,-,-,-,-,-,T,-,-,i,d,-,u,n,k,a,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,-,u,-,n,u,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,-,u,-,n,u,-,-,-,-,-
gupa1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,-,u,-,n,u,-,-,-,-,-
guma1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,w,u,-,n,u,-,-,-,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,w,u,-,n,u,-,-,-,-,-
dayi1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,u,l,-,u,-,n,u,-,-,-,-,-
rita1239,-,-,-,-,r,-,-,-,-,-,-,a,-,-,w,-,-,a,r,-,a,-,N,-,-,-,-,-,-
djin1253,-,-,-,-,d,-,-,-,-,-,T,i,-,-,m,-,-,u,r,-,-,-,-,u,-,-,-,-,-
waga1260,-,-,-,-,k,-,-,-,-,-,-,e,-,-,L,-,-,a,t,-,-,-,-,-,-,-,-,-,-
yany1243,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,a,r,-,-,-,-,u,-,-,-,-,-
kala1377,-,-,-,-,w,-,-,-,-,-,-,a,u,-,r,-,-,a,d,-,-,-,-,a,-,-,d,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,N,e,r,-,-,-,-,a,-,-,k,w,-
ande1247,-,-,-,-,-,-,-,-,-,-,-,a,-,-,y,-,-,e,r,-,-,-,-,e,-,-,r,-,-
west2441,-,-,-,-,-,-,-,-,-,-,-,e,-,-,k,-,N,a,r,-,-,-,-,a,-,-,-,-,-
