language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
gami1243,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,r,-,-,-,-,-,-,-,i,l,-
gami1243,-,-,w,-,-,-,-,-,-,-,-,-,-,i,-,r,-,-,-,-,-,-,-,i,l,-
wira1262,g,a,w,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-
wang1291,-,-,g,-,-,-,-,-,-,-,-,-,-,u,-,r,-,u,-,N,u,n,-,a,-,-
kumb1268,-,-,w,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,u,n,-
darl1243,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,l,-,-,-,g,-,-,-,i,-,-
marg1253,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,d,-,-,-,-,-,-,-,a,-,-
gugu1255,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,a,-,-
kuku1273,-,-,b,-,-,-,-,-,-,-,-,-,-,u,-,T,-,-,-,-,-,-,-,u,-,-
dyaa1242,-,-,d,-,-,-,-,-,-,-,-,-,-,i,-,l,-,-,-,-,-,-,-,a,-,-
paka1251,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,t,-,-,-,-,-,-,-,u,-,-
wikm1247,-,-,w,-,-,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,a,m,-
umpi1239,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,4,-,-,-,-,-,-,-,a,-,-
kuuk1238,-,-,p,-,-,-,-,-,-,-,-,-,-,u,n,t,-,-,-,-,-,-,-,a,-,-
gurd1238,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,k,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,-,5,-,-,a,-,L,-,-,-,p,-,-,-,i,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,5,-,-,a,-,l,-,-,-,p,-,-,-,i,-,-
pint1250,-,-,p,i,-,-,-,-,-,-,n,-,k,i,-,r,-,-,-,p,-,-,-,a,-,-
kuka1246,-,-,-,-,-,-,-,-,-,-,5,-,-,a,-,L,-,-,-,p,-,-,-,i,-,-
nyam1271,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,i,l,i
nyan1301,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,u
mart1256,-,-,-,-,-,-,-,-,-,-,5,-,-,a,-,L,-,-,-,p,-,-,-,i,-,-
wanm1242,-,-,w,i,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,w,-,-,-,i,t,a
kara1476,-,-,m,-,-,-,-,-,-,-,-,-,-,a,-,d,-,o,-,g,-,-,-,o,r,a
nhan1238,-,-,5,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,m,-,-,-,i,-,-
waja1257,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,l,-,-,-,b,-,-,-,u,-,-
bayu1240,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-,-,-,-,-,u,-,-
dhal1245,-,-,w,a,-,-,-,-,-,-,N,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-
dhar1247,-,-,w,a,-,-,-,-,-,-,p,-,-,u,-,r,-,-,-,-,-,-,-,a,-,-
kurr1243,-,-,p,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,u,-,-
ngar1287,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,d,-,-,-,-,-,-,-,u,-,-
yind1247,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,d,-,-,-,-,-,-,-,u,-,-
nyun1247,d,-,T,-,-,-,-,-,-,-,-,-,-,i,-,r,-,-,-,-,-,-,-,a,l,y
warl1255,-,-,p,i,-,-,-,-,-,-,n,-,k,i,-,r,-,-,-,p,-,-,-,a,-,-
