language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,g,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,l,-,i
gami1243,-,-,g,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,a,l,-,i
wang1291,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,g,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,N,-,a
darl1243,-,-,y,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,a
gugu1255,-,-,d,-,-,-,u,-,m,-,-,b,-,-,-,-,-,-,-,-,-,-,-,i,l,-,-
dyaa1242,-,-,N,-,-,-,a,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
dyir1250,-,-,g,-,-,-,a,y,5,d,-,y,-,-,-,-,-,-,-,-,-,-,-,a,l,-,-
kuku1280,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,p,a
umpi1239,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,k,i
kuuk1238,-,-,4,-,-,-,a,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,n,-,a
ngaa1240,-,-,k,-,-,-,a,-,-,-,-,t,a,n,t,a,n,k,-,-,-,-,-,u,-,-,-
pint1251,-,-,t,-,-,-,a,-,-,-,-,-,-,m,p,i,-,r,-,p,-,-,-,u,-,-,-
kuka1246,-,-,k,-,-,-,a,-,-,-,-,L,-,p,-,u,-,w,-,-,-,-,-,a,-,-,-
nyam1271,p,a,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-
mart1256,-,-,k,-,-,-,a,-,-,-,-,r,-,-,-,a,-,l,-,y,-,-,-,a,n,-,u
wanm1242,-,-,k,-,-,-,a,-,-,-,-,L,-,-,-,i,-,l,-,y,k,a,w,a,-,-,-
kara1476,-,-,-,-,-,-,o,-,-,-,-,n,-,m,-,a,-,n,-,T,-,-,-,a,-,-,-
nhan1238,-,-,-,-,-,-,a,-,-,-,-,d,-,-,-,a,-,n,-,d,-,-,-,a,-,-,-
dhar1247,-,-,p,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
pany1241,-,-,p,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,k,-,u
ngar1287,-,-,b,-,-,-,a,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nyun1247,-,-,d,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-
warl1255,-,-,-,-,-,-,-,-,-,t,a,L,-,-,-,u,-,r,-,w,-,-,-,a,n,t,a
warl1254,-,-,p,-,-,-,i,-,m,p,a,l,-,-,-,-,-,y,-,y,-,-,-,a,n,-,i
waru1265,-,-,w,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,p,-,-,-,a,n,-,-
guri1247,-,-,T,-,-,-,i,-,-,-,-,l,-,m,-,u,-,N,-,m,-,a,n,a,n,-,a
ngar1235,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,-,y,-,-,-,a,n,-,i
mudb1240,-,-,k,-,-,-,i,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,l,-,-,-,u,-,-,-,-,l,-,-,-,a,-,r,a,m,-,a,n,a,n,-,-
adny1235,-,-,v,u,l,-,a,-,-,-,-,v,-,-,-,u,-,l,-,-,-,-,-,a,n,-,i
dier1241,-,-,w,-,-,-,a,-,-,-,-,k,-,-,-,a,-,r,-,-,-,-,-,i,-,-,-
yand1253,-,-,k,u,d,r,i,-,-,-,-,k,-,-,-,u,d,r,-,-,-,-,-,i,n,-,a
dhuw1249,-,-,d,-,-,-,a,-,-,-,-,-,-,-,w,-,-,7,-,y,-,-,-,u,n,-,-
djam1256,-,-,d,-,-,-,a,-,-,-,-,-,-,-,w,-,-,7,-,y,-,-,-,u,n,-,-
gupa1247,-,-,b,-,-,-,a,-,-,-,-,-,-,-,k,-,-,t,-,-,-,-,-,u,n,-,-
guma1253,-,-,L,-,-,-,a,-,-,-,-,L,a,-,w,u,p,t,-,-,-,-,-,u,n,-,-
dayi1244,-,-,b,-,-,-,a,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,u,n,-,-
rita1239,-,-,d,-,-,-,a,-,-,-,-,-,-,-,t,-,-,t,-,-,-,-,-,u,n,-,-
yann1237,-,-,L,-,-,-,a,-,-,-,-,r,-,-,-,-,-,t,-,-,-,-,-,a,m,-,a
djin1253,-,-,w,u,b,-,i,-,-,-,-,d,-,-,T,i,-,g,-,-,-,-,-,i,-,-,-
kala1377,-,-,b,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,i,n,-,u
west2441,-,-,l,t,w,-,a,-,-,-,-,k,-,-,-,e,-,l,-,-,-,-,-,e,m,-,e
