language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
mart1256,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,i,n,-,-,-,u,-,-,-
wanm1242,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,b,-,-,u,-,-,-,r,-,-,u,r,u,d,e,m,b,o,d,T,a,n,-,-,m,a,-,-,-
kara1476,-,-,-,-,k,-,-,u,-,-,-,r,-,-,-,-,-,-,-,-,m,-,-,-,i,n,-,-,p,a,-,-,-
nhan1238,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,T,-,-,i,-,-,-,l,-,-,u,-,-,n,-,-,-,-,-,-,i,n,-,-,m,a,-,-,-
dhal1245,-,-,-,-,T,-,-,a,n,k,u,r,-,-,a,-,-,l,-,-,g,-,-,-,i,n,-,-,-,-,-,-,-
dhar1247,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,b,-,-,-,i,r,-,-,-,u,-,-,-
pany1241,-,-,-,-,T,-,-,a,-,T,-,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,-,-,-,-,T,-,-,a,n,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,T,-,-,a,n,k,-,-,-,-,a,-,-,g,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,y,-,-,u,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,-
warl1255,t,i,N,-,k,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,u,N,-,-,k,a,-,-,-
warl1254,-,-,-,-,k,-,-,u,-,-,-,5,u,k,u,-,-,5,u,-,p,-,-,-,i,5,-,-,-,i,-,-,-
waru1265,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,a,n,-,-,t,a,-,-,-
guri1247,-,-,-,-,T,a,l,a,-,-,-,r,-,-,-,-,-,y,u,-,w,a,n,-,a,n,-,-,-,a,-,-,-
ngar1235,-,-,-,-,d,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,b,-,m,-,a,n,-,-,-,i,-,-,-
mudb1240,-,-,-,-,d,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,w,-,-,i,-,-,-,r,-,-,-,-,-,i,-,-,n,-,m,-,a,n,-,-,-,a,-,n,-
adny1235,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,-,-,d,a,-,-,-
dier1241,-,-,-,-,w,-,-,a,-,-,-,r,-,k,a,-,-,-,-,-,m,-,-,-,a,n,-,-,r,a,-,-,-
yand1253,-,-,-,-,k,-,-,a,-,-,-,r,-,-,a,-,-,-,-,-,p,-,-,-,a,-,-,-,d,a,-,-,-
dhuw1249,-,-,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,w,-,-,-,i,7,-,-,y,u,-,n,-
djam1256,-,-,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,n,-
gupa1247,-,-,-,-,d,a,m,a,-,-,-,r,-,-,-,-,-,-,-,-,m,-,-,-,a,r,-,-,-,a,-,m,a
dhan1270,-,-,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,y,u,-,n,-
dayi1244,-,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,p,-,m,-,a,r,-,-,-,a,-,m,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,n,i,7,y,u,-,n,-
yann1237,-,-,-,-,d,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,u,-,n,-
djin1253,-,-,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,p,-,-,-,i,g,-,-,-,i,-,-,-
waga1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-,-,t,-,-,-,-
warl1256,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,t,a,-,-,-
kala1377,-,-,-,-,d,-,-,o,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,i,m,-,-,-,a,-,i,-
alya1239,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,n,e,-,y,e,-,l,-
