language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
gami1243,-,-,g,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-,-
gami1243,-,-,g,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,n,-,-,-
wira1262,-,-,g,-,-,u,-,-,-,-,-,-,r,-,-,a,-,-,-,-,w,-,-,-,-,i,n,-,-,-
wang1291,-,-,g,-,-,u,-,-,-,-,-,-,r,-,-,a,-,-,-,-,w,-,-,-,-,i,n,-,-,-
muru1266,-,-,p,-,-,u,-,-,-,-,-,-,N,-,-,-,-,-,-,-,k,-,-,-,-,i,l,-,-,-
kumb1268,-,-,g,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,y,-,-,-
darl1243,-,-,b,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
kuku1273,-,-,N,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
dyaa1242,-,-,g,-,-,u,-,-,-,-,-,-,y,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-
warr1255,-,-,m,-,-,a,-,-,-,-,-,-,N,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
paka1251,-,-,p,-,-,a,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-
wikm1247,t,u,p,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,p,-,-,i,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kuuk1238,-,-,-,-,-,i,-,-,-,-,-,-,N,-,k,a,-,-,-,-,w,-,-,-,-,a,-,-,-,-
gurd1238,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,b,-,-,-,-,i,n,T,a,y
ngaa1240,-,-,y,-,-,i,-,-,-,-,-,-,n,-,-,u,n,-,t,-,T,-,-,-,-,i,-,-,-,-
pitj1243,-,-,p,-,-,u,-,-,-,-,-,-,t,i,p,u,l,-,a,-,w,-,-,-,-,a,-,-,-,-
kuka1246,-,-,p,-,-,a,-,-,-,-,-,-,t,-,-,i,r,-,-,-,-,-,-,-,-,i,-,-,-,-
nyam1271,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-
nyan1301,-,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-
mart1256,-,-,p,-,-,u,-,-,-,-,-,-,r,-,-,u,N,-,-,-,-,-,-,-,-,u,-,-,-,-
wanm1242,-,-,N,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,5,-,-,-
kara1476,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,m,-,-,-,w,-,-,-,-,a,m,-,-,-
kara1476,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,m,-,-,-,w,-,-,-,-,a,m,-,-,-
nhan1238,-,-,w,-,-,a,-,-,-,-,-,-,r,-,-,u,N,-,-,-,-,-,-,-,-,o,-,-,-,-
waja1257,-,-,b,-,-,i,-,-,-,-,-,-,d,-,-,i,n,-,-,-,b,-,-,i,d,i,n,-,-,-
bayu1240,-,-,T,-,-,u,-,-,-,-,-,-,r,-,-,a,m,-,-,-,b,-,-,-,-,u,-,-,-,-
kurr1243,-,-,T,-,-,u,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
ngar1287,-,-,b,-,-,i,-,-,-,-,-,-,d,-,-,i,-,-,-,-,b,-,-,i,d,i,-,-,-,-
yind1247,-,-,b,-,-,u,-,-,-,-,-,-,L,-,-,a,-,-,-,-,w,-,-,-,-,a,-,-,-,-
nyun1247,-,-,n,-,-,i,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
warl1255,-,-,k,-,-,u,-,-,-,-,-,-,L,-,-,u,-,-,-,-,p,-,-,-,-,u,k,-,a,-
warl1254,-,-,p,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,p,-,-,-,-,u,-,-,-,-
waru1265,-,-,T,-,-,a,-,-,-,-,-,-,L,-,-,-,-,-,-,-,p,-,-,-,-,a,r,-,-,-
guri1247,-,-,p,-,-,u,-,-,-,-,-,-,L,-,-,u,-,-,-,-,w,-,-,-,-,u,l,-,-,-
ngar1235,-,-,y,-,-,i,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,-
mudb1240,-,-,y,-,-,i,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
jaru1254,-,-,y,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
adny1235,-,-,-,-,-,u,-,k,a,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
dier1241,-,-,p,-,-,u,-,-,-,-,-,-,n,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-
yand1253,-,-,-,-,-,i,d,r,a,-,i,d,r,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
gupa1247,-,-,w,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-
guma1253,-,-,b,-,-,u,-,-,-,-,-,-,L,-,-,-,-,-,-,-,p,-,-,-,-,u,L,-,-,-
dhan1270,-,-,w,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-
dayi1244,-,-,b,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,-,-,w,-,-,-,-,u,7,-,-,-
rita1239,-,-,d,a,N,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,a,7,-,-,-
yann1237,-,-,w,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,k,i,y,i,r,i,-,-,-,-
djin1253,-,-,w,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,k,-,-,-,-,i,-,-,-,-
waga1260,-,-,k,-,-,u,-,-,-,-,-,-,y,-,-,i,5,-,a,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,k,-,-,u,-,-,-,-,-,-,r,-,-,a,N,-,a,L,k,-,-,-,-,u,-,-,-,-
yany1243,-,-,w,-,-,u,-,-,-,-,-,-,l,-,-,a,n,t,a,n,t,-,-,-,-,a,-,-,-,-
kala1377,-,-,d,-,-,u,-,b,a,m,a,-,l,-,-,-,-,-,-,-,g,-,-,u,-,i,-,-,-,-
alya1239,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,p,-,-,-,-,i,t,-,-,-
