language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,-,-,N,-,g,u,-,-,-,r,-,i,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-
gami1243,-,-,N,-,-,u,-,-,-,r,-,i,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-
wira1262,-,-,b,-,-,i,-,-,-,r,-,a,-,-,-,b,-,-,-,-,-,-,-,-,-,a,N,-
wang1291,-,-,N,-,-,u,-,-,-,n,-,a,-,-,o,w,-,-,-,-,-,-,-,-,-,a,-,-
muru1266,-,-,k,-,-,a,-,-,-,r,-,a,-,-,n,t,-,-,-,-,-,-,-,-,-,a,-,-
kumb1268,-,-,w,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
kung1258,m,i,r,-,-,a,m,-,u,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,u
gugu1255,-,-,w,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,r,-
kuku1273,-,-,w,-,-,a,-,-,-,N,-,-,-,-,-,k,-,-,a,r,-,w,a,N,k,a,r,-
dyaa1242,-,-,w,-,-,a,-,-,-,N,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,a,r,-
yidi1250,d,i,b,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dyir1250,-,-,d,-,-,a,-,-,-,l,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-
paka1251,-,-,k,-,-,a,t,-,-,n,-,i,-,-,N,k,-,-,-,-,-,-,-,-,-,a,-,-
wikm1247,-,-,w,-,-,o,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,m,-
umpi1239,-,-,k,-,-,a,-,-,-,n,-,i,m,u,n,-,-,-,-,-,-,-,-,-,-,u,-,-
gurd1238,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,d,-
ngaa1240,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,a,r,a,r,-,-,-,-,-,a,-,-
pint1251,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-
pitj1243,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-
pint1250,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-
kuka1246,-,-,g,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,a,-,-
nyam1271,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,L,-,-,-,-,-,a,-,-
nyan1301,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-
mart1256,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-
wanm1242,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,n,i
kara1476,-,-,g,-,-,a,-,-,i,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
kara1476,-,-,k,-,-,a,-,-,-,n,t,i,-,-,N,k,-,-,-,-,-,-,-,-,-,a,-,-
nhan1238,-,i,r,-,-,a,-,-,-,N,-,-,-,-,-,k,-,-,a,q,-,-,-,-,-,-,-,-
waja1257,-,-,m,-,-,a,-,-,-,L,-,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-
bayu1240,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,r,-,-,-,-,-,a,-,-
dhal1245,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,r,-,-,-,-,-,a,-,-
dhar1247,-,-,y,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,a,-,-
kurr1243,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,n,-,-,-,-,-,i,-,-
pany1241,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,l,-,-,-,-,-,a,-,-
ngar1287,-,-,g,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,n,-,m,-,-,-,a,n,i
yind1247,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,a,L,-,-,-,-,-,a,-,-
nyun1247,-,-,y,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,e,r,-
warl1255,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,a,L,a,r,-,-,-,-,-,a,-,-
warl1254,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,a,L,a,n,-,-,-,-,-,i,-,-
waru1265,-,-,-,-,-,a,t,t,i,n,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,i,-,-
guri1247,-,-,k,-,-,a,-,-,-,n,-,-,-,-,-,k,-,-,u,l,-,-,-,-,-,a,-,-
ngar1235,-,-,d,-,-,a,-,-,-,l,-,-,-,-,-,w,-,-,i,r,-,-,-,-,-,-,-,-
mudb1240,-,-,d,-,-,i,-,-,-,m,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-
jaru1254,-,-,g,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,a,n,-,-,-,-,-,i,-,-
adny1235,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
dier1241,-,-,m,-,-,i,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
yand1253,-,-,t,-,-,a,-,-,-,l,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-
dhuw1249,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
djam1256,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
gupa1247,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
guma1253,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
dhan1270,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
dayi1244,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
rita1239,-,-,g,-,-,a,-,-,-,r,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,a,r,-
