language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,i,-,-
gami1243,-,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,i,-,-
wira1262,-,-,-,-,-,-,g,-,-,-,a,-,-,N,-,-,-,-,N,-,-,-,a,-,-
wang1291,-,-,-,-,-,-,N,-,-,-,a,-,-,-,-,-,-,-,l,u,b,-,i,-,-
muru1266,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,a,-,-
darl1243,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,u,-,-
dyaa1242,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-,-,y,-,b,-,i,l,-
dyir1250,-,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,-,-,t,-,-,-,i,-,-
paka1251,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,l,a,N,-,a,-,-
kuku1280,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,u,-,-
wikm1247,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,y,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,T,-,-,-,i,-,-
gurd1238,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,-,-,-,-,-,k,a,-,-,-,-,-,-,-,t,-,-,-,i,k,u
pint1251,-,-,-,-,-,-,m,a,-,k,a,-,-,-,-,-,-,-,t,-,-,-,i,-,-
pint1250,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuka1246,-,-,-,-,-,-,m,a,n,k,u,-,-,-,-,-,-,-,t,-,-,-,i,-,-
nyam1271,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,i,N,u
wanm1242,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,w,a
kara1476,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,5,-,-,-,a,-,-
nhan1238,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,a,q,-
bayu1240,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,-,-
dhal1245,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,5,-,-,-,a,-,-
dhar1247,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,5,-,-,-,a,k,u
kurr1243,k,-,-,a,t,-,p,-,-,-,a,-,-,-,-,-,-,-,l,-,-,-,-,-,-
pany1241,k,u,N,a,-,-,m,-,-,-,a,-,-,-,-,-,-,-,k,-,-,-,u,-,-
ngar1287,-,-,-,-,-,-,m,-,-,-,u,-,-,n,-,-,-,-,d,-,-,-,a,-,-
yind1247,-,-,-,-,-,-,m,-,-,-,a,-,-,n,-,-,-,-,k,-,-,-,u,-,-
nyun1247,-,-,-,-,-,-,b,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,N,-
warl1254,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,i,-,-
waru1265,-,-,-,-,-,-,p,-,-,-,a,-,-,r,-,-,a,-,n,-,T,-,a,n,-
guri1247,-,-,-,-,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1235,b,u,-,-,r,b,g,-,-,-,a,-,-,-,-,-,-,-,5,-,-,-,a,-,-
jaru1254,-,-,-,-,-,-,g,-,-,-,a,-,-,r,-,-,u,-,n,-,-,-,a,N,-
dier1241,-,-,-,-,-,-,m,-,-,-,a,-,-,n,-,-,i,n,t,-,-,-,a,-,-
yand1253,-,-,-,-,-,-,m,-,-,-,a,-,-,n,d,r,i,-,r,-,-,-,i,-,-
dhuw1249,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-
gupa1247,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,a,m,a
guma1253,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-
dayi1244,d,-,-,-,-,-,T,-,-,-,a,-,-,w,-,-,-,-,7,-,y,-,u,n,-
rita1239,-,-,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-,-,r,-,k,t,u,n,-
yann1237,-,-,-,-,-,-,g,-,-,-,E,-,-,-,-,-,-,-,m,-,-,-,i,-,-
djin1253,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-,-,-,r,-,-,-,u,g,i
waga1260,-,-,-,-,-,-,k,i,5,T,e,-,-,-,-,-,-,-,r,-,-,-,i,-,-
warl1256,-,-,-,-,-,-,k,-,-,-,a,-,-,p,-,-,i,-,r,-,-,-,i,m,a
kala1377,-,-,-,-,-,-,g,-,-,-,a,m,u,n,-,-,i,-,d,-,-,-,i,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,k,N,-,-,i,-,n,e,y,-,e,l,-
west2441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,n,e,m,-,e,-,-
