language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
gami1243,-,-,-,-,N,-,g,a,n,-,-,-,-,-,a,-,-,-,-
gami1243,-,-,-,-,N,-,-,a,n,-,d,-,-,-,u,-,-,-,-
wira1262,-,-,-,-,N,-,-,a,n,-,d,-,-,-,u,-,-,-,-
wang1291,-,-,-,-,N,-,g,a,n,-,d,-,-,-,i,-,-,-,-
muru1266,-,-,-,-,N,-,-,a,n,-,-,-,-,-,a,-,-,-,-
kumb1268,-,-,-,-,w,-,-,a,r,-,-,-,-,-,u,-,-,-,-
darl1243,-,-,-,-,w,-,-,i,n,-,d,T,i,g,a,-,-,-,-
guny1241,-,-,-,-,w,-,-,a,4,-,d,-,-,-,u,-,-,-,-
marg1253,-,-,-,-,w,-,-,a,4,-,d,-,-,-,u,-,-,-,-
kung1258,-,-,-,-,N,-,-,a,n,-,d,-,u,l,u,-,-,-,-
gugu1255,-,-,-,-,w,-,-,a,4,-,-,-,-,-,u,-,-,-,-
kuku1273,-,-,-,-,w,-,-,a,5,-,T,-,-,-,u,-,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,T,-,-,-,-,-,u,-,-,-,-
yidi1250,-,-,-,-,w,-,-,a,5,-,-,-,-,-,i,-,-,-,-
dyir1250,-,-,-,-,w,-,-,a,5,-,-,-,-,-,a,-,-,-,-
paka1251,-,i,4,u,w,-,-,a,q,-,-,-,-,-,e,-,-,-,-
wikm1247,-,-,-,-,w,-,-,e,7,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,w,-,-,a,q,-,-,-,-,-,i,-,-,-,-
kuuk1238,-,-,-,-,w,-,-,a,7,-,-,-,-,-,i,-,-,-,-
kanj1260,-,-,-,-,w,-,-,a,7,-,-,-,-,-,i,-,-,-,-
gurd1238,-,-,-,-,N,-,k,o,l,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,N,-,-,a,n,-,-,-,-,-,a,l,u,7,7
pint1251,-,-,-,-,y,-,-,a,l,-,t,-,-,-,u,-,-,7,7
pitj1243,-,-,-,-,N,-,-,a,n,-,-,-,-,-,a,5,a,7,7
