language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,-,g,i,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,g,i,m,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wira1262,-,-,-,w,u,d,-,-,a,g,-,-,o,N,-,-,-,-,-,-,-,-,-,-,-
wang1291,-,-,-,-,-,m,-,-,a,r,a,w,a,n,-,-,-,-,-,t,a,-,-,-,-
kumb1268,-,-,-,g,i,m,-,-,u,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,m,-,-,a,-,-,-,-,N,-,-,-,-,-,-,u,-,-,-,-
guny1241,m,a,N,g,u,m,-,-,a,-,-,-,-,N,-,-,-,-,-,g,u,-,-,-,-
marg1253,m,a,N,k,u,m,-,-,a,-,-,-,-,N,-,-,-,-,-,k,u,-,-,-,-
dyaa1242,y,i,-,T,i,b,-,-,a,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-
paka1251,-,-,-,k,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
wikm1247,-,-,-,k,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,n,u,-,-,-,a,d,-,-,i,n,-,-,-,-,-,T,o,-,-,k,-
ngaa1240,-,-,-,m,-,-,-,-,i,-,-,-,-,N,-,-,k,i,-,r,i,-,-,-,-
pint1251,-,-,-,m,-,-,-,-,i,-,-,-,-,N,-,-,k,i,-,r,i,-,-,-,-
kuka1246,-,-,-,w,-,-,-,-,i,-,-,-,-,l,y,-,t,-,-,T,i,-,-,n,-
nyam1271,m,u,-,5,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-
nyan1301,-,-,-,T,-,-,-,-,i,-,-,-,-,l,-,-,k,-,-,-,u,-,-,-,-
mart1256,-,-,-,T,-,-,-,-,i,-,-,-,-,l,y,-,k,-,-,-,u,-,-,-,-
wanm1242,-,-,-,m,-,-,-,-,u,-,-,-,-,l,y,-,-,-,-,-,u,-,-,-,-
kara1476,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-,-,T,-,-,-,i,w,a,r,-
nhan1238,-,-,-,-,-,-,-,-,a,n,-,-,-,d,-,-,-,a,-,5,u,-,-,-,-
waja1257,-,-,-,7,7,m,-,-,i,-,-,-,-,d,u,-,m,i,-,d,u,7,-,7,-
bayu1240,-,-,-,w,-,-,-,-,a,-,-,-,-,l,-,-,y,a,-,T,i,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,i,m,b,u,-,-,-,-
pany1241,-,-,-,k,-,-,-,-,a,-,-,-,-,L,-,-,-,u,5,T,a,-,-,-,-
ngar1287,-,-,-,g,-,-,-,-,u,-,-,-,-,d,-,-,-,i,-,-,-,-,-,-,-
yind1247,-,-,-,g,-,-,-,-,a,-,-,-,-,l,-,-,-,u,5,-,a,-,-,-,-
nyun1247,-,-,-,T,-,-,-,-,a,n,-,-,-,d,-,-,-,-,-,-,a,g,-,n,-
warl1254,-,-,-,T,-,-,-,-,u,-,-,-,-,N,u,5,p,a,-,-,-,-,-,-,-
waru1265,w,i,-,T,-,-,-,-,i,-,-,-,-,-,-,-,p,a,-,t,u,-,-,-,-
guri1247,N,a,-,m,-,-,-,-,a,-,-,-,-,L,-,-,-,-,-,-,u,-,-,-,-
ngar1235,-,-,-,b,-,-,-,-,u,-,-,-,-,w,-,-,-,-,-,-,u,-,-,5,-
mudb1240,-,-,-,m,u,5,-,-,i,-,-,-,-,5,-,-,-,i,-,n,i,-,-,-,-
jaru1254,-,-,-,T,-,-,-,-,u,-,-,-,-,N,-,-,-,-,-,-,u,-,-,n,-
naru1238,-,-,-,m,-,-,-,-,a,n,-,-,-,d,-,-,-,-,-,-,u,-,-,-,-
dier1241,-,-,-,n,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
yand1253,-,-,-,n,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
dhuw1249,-,-,-,5,-,-,-,-,i,k,-,-,-,5,-,-,-,-,-,-,i,-,-,k,-
djam1256,-,-,-,5,-,-,-,-,i,k,-,-,-,5,-,-,-,-,-,-,i,-,-,k,-
gupa1247,-,-,-,5,-,-,-,-,i,k,-,-,-,5,-,-,-,-,-,-,i,-,-,k,-
guma1253,-,-,-,5,-,-,-,-,i,k,-,-,-,5,-,-,-,-,-,-,i,-,-,k,-
yann1237,-,-,-,5,-,-,-,-,i,k,-,-,-,5,-,-,-,-,-,-,i,-,-,k,-
waga1260,w,i,-,T,i,p,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,k,a,m,u,k,u,-,-,-,-,n,-,-,-,-,-,-,u,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,e,p,-,e,y
west2441,-,-,-,t,-,-,-,-,u,-,-,-,-,k,-,-,-,-,-,-,i,-,-,a,-
