language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
warl1256,-,-,-,-,-,-,-,m,i,-,k,i,k,-,-,-,-,-,-,-,-,a,-,-,-
kala1377,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
dyir1250,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-
dyaa1242,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kung1258,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-,i
wong1246,-,l,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kala1380,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
muru1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kalk1246,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
yala1262,-,N,-,-,a,-,n,k,u,-,N,u,r,-,-,-,-,-,-,-,-,a,-,-,-
gurd1238,-,-,-,-,-,-,-,n,-,-,p,i,l,-,-,-,-,-,-,-,-,a,5,-,-
yand1253,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
dier1241,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
mith1236,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nhir1234,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
pitt1247,-,-,-,-,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
wira1265,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
adny1235,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
darl1243,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
malg1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
badi1246,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-
yind1247,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-
pany1241,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
ngar1287,-,b,-,-,-,-,-,u,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
dhal1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
djiw1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
wari1262,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-
dhar1247,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-
nort2754,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
nyan1301,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kara1476,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-
kara1476,-,-,-,-,-,-,-,N,-,-,-,-,g,-,-,-,-,-,-,-,-,a,-,-,-
ngar1296,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nyam1271,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kart1247,-,-,-,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
mart1256,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-
yulp1238,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,a,-,-,-
wanm1242,-,-,-,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
kuka1246,t,T,-,-,a,-,-,n,i,t,T,u,r,-,-,-,-,-,-,-,-,a,-,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-
pitj1243,-,-,-,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
jaru1254,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
nort2753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
ngar1235,-,l,-,-,a,-,-,N,-,-,-,-,k,a,k,a,T,a,k,u,l,a,-,-,-
warl1254,-,-,-,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
nyun1247,-,y,e,-,a,r,u,N,e,r,y,u,k,-,-,-,-,-,-,i,-,e,-,-,-
ward1248,-,T,i,r,a,-,-,n,-,d,T,a,T,-,-,-,-,-,-,-,-,a,g,-,i
dhuw1249,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
djam1256,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,r,-,-
djap1238,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,u,r,-,-
dhuw1248,-,-,-,-,-,-,-,N,-,-,-,u,r,-,-,-,-,-,-,-,-,a,-,-,-
gupa1247,-,-,-,-,-,-,-,N,-,-,-,u,r,-,-,-,-,-,-,-,-,a,-,-,-
dhan1270,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
rita1239,-,-,-,-,-,-,-,N,-,-,-,a,r,-,-,-,-,-,-,-,-,a,-,-,-
yann1237,-,-,-,-,-,-,-,N,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-
djin1253,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,g,i
wang1291,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
wira1262,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gami1243,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gami1243,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
yuwa1242,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
kumb1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
minj1242,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gure1255,-,-,-,-,-,-,-,y,-,-,-,i,n,-,-,-,-,-,-,-,-,a,m,-,-
awab1243,-,-,-,-,-,-,-,g,-,-,-,a,b,-,-,-,-,-,-,-,-,a,-,-,-
gath1234,-,t,-,-,o,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,a,k,-,e
sydn1236,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
hawk1239,-,-,-,-,-,-,-,g,-,-,-,a,r,-,-,-,-,-,-,-,-,a,-,-,-
narr1259,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-
mbab1239,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
