language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
gami1243,N,u,-,-,m,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gami1243,N,u,-,-,m,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wira1262,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,d,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wang1291,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,t,-,a,r,b,a,-,t,-,-,-,-,-,h,-,-,-,a,-,-,-,-,-
muru1266,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,n,-,-,t,-,-,-,T,-,-,-,-,u,w,-,-,-,i,-,-,-,-,-
kumb1268,N,a,-,m,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,d,-,-,-,-,-,-,u,-,-,-,n,-,-,d,-,i,-,l,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
kuku1273,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,y,-,-,m,-,-,-,b,-,-,-,-,-,-,-,-,-,i,l,-,-,-,-
dyaa1242,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,a,l,-,-,-,-
yidi1250,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
warr1255,-,-,-,-,r,-,-,-,-,-,-,u,r,-,-,5,-,-,-,-,-,-,d,-,-,-,-,-,y,-,-,-,a,-,-,-,-,-
kuku1280,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
wikm1247,t,a,-,7,p,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,N,-,-,-,-
kuuk1238,-,u,-,-,k,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
gurd1238,-,a,x,m,p,-,-,-,-,-,-,i,-,-,-,l,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,5,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
