language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
gami1243,-,-,-,-,-,g,-,-,a,-,-,l,-,-,-,-,-,u,-,m,-,a,-,-,-,-,y,-,-
gami1243,-,-,-,-,-,g,-,-,a,-,-,l,-,-,-,-,-,u,-,m,-,a,-,-,-,-,y,-,-
wira1262,-,-,-,-,-,g,-,-,a,-,-,l,-,-,-,-,-,a,-,m,-,a,-,-,-,-,5,-,-
muru1266,-,-,-,-,-,m,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-
kumb1268,-,-,-,-,-,d,-,-,a,-,-,w,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,b,-,-,a,-,-,L,-,-,-,-,-,u,d,T,-,a,-,-,-,-,-,-,-
guny1241,-,-,-,-,-,w,-,-,a,-,-,b,-,-,-,-,-,u,-,d,-,u,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,w,-,-,a,-,-,b,-,-,-,-,-,u,-,d,-,u,-,-,-,-,-,-,-
bidy1243,-,-,-,-,-,b,-,-,a,-,-,m,-,-,-,-,-,a,-,n,-,a,-,-,-,-,-,-,-
gugu1255,-,-,-,-,-,g,-,-,a,-,-,r,-,-,-,-,-,-,-,g,-,a,-,-,-,-,-,-,-
kuku1273,-,-,-,-,-,y,-,-,a,-,-,b,-,-,-,-,-,u,-,T,-,u,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,b,-,a,b,i,b,u,y,-,-
yidi1250,-,-,-,-,-,g,-,-,a,-,-,n,i,N,g,-,-,i,-,r,-,a,-,-,-,-,y,-,-
dyir1250,-,-,-,-,-,y,-,-,a,-,-,p,-,-,-,-,-,u,-,T,-,u,-,-,-,-,-,-,-
warr1255,d,-,-,-,-,y,-,-,a,l,m,b,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
paka1251,-,-,-,-,-,-,-,-,a,-,-,p,-,-,-,-,-,u,4,t,-,a,-,-,-,-,-,-,-
kuku1280,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-,-,-,k,e,-
wikm1247,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,y,-,a,-,-,-,-,m,-,-
umpi1239,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,7,-,a,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,7,-,a,-,-,-,-,t,u,-
ngaa1240,-,-,-,-,-,m,-,-,a,-,-,L,-,-,-,-,-,a,-,5,-,-,-,-,-,-,-,-,-
pint1251,-,-,-,-,-,m,-,-,a,-,-,L,-,-,-,-,-,a,-,5,p,a,-,-,-,-,-,-,-
pitj1243,-,-,-,-,-,m,-,-,a,-,-,L,-,-,-,-,-,a,-,5,-,-,-,-,-,-,-,-,-
pint1250,-,-,-,-,-,m,-,-,a,-,-,l,-,-,-,-,-,a,-,5,p,a,-,-,-,-,-,-,-
kuka1246,-,-,-,-,-,m,-,-,a,-,-,L,-,-,-,-,-,a,-,5,p,a,-,-,-,-,-,-,-
nyam1271,-,-,-,-,-,m,-,-,a,-,-,r,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,m,-,-,a,-,-,r,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-
mart1256,-,-,-,-,-,m,-,-,a,-,-,L,-,-,-,-,-,a,-,T,-,u,-,-,-,-,-,-,-
wanm1242,-,-,-,-,-,m,-,-,a,-,-,l,-,-,-,-,-,a,-,T,-,u,-,-,-,-,-,-,-
kara1476,-,-,-,-,-,g,-,-,o,-,-,r,-,-,-,-,-,a,-,N,-,o,-,-,-,-,l,-,-
waja1257,-,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,-,-,w,-,a,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,u,-,d,-,a,-,-,-,-,-,-,-
dhal1245,-,-,-,-,-,m,-,-,a,-,-,r,-,-,k,-,-,a,-,r,-,a,-,-,-,-,-,-,-
dhar1247,-,-,-,-,-,m,-,-,a,-,-,r,-,-,g,-,-,a,-,r,-,a,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,m,-,-,a,-,-,r,-,-,k,-,-,a,-,r,-,a,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,m,-,-,a,-,-,r,-,-,g,-,-,a,-,r,-,a,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,m,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,k,-,-,a,-,-,d,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,-,k,-,-,u,-,-,k,-,-,-,-,-,u,-,n,-,u,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,k,-,-,u,-,-,k,-,-,-,-,-,u,-,n,-,u,-,-,-,-,-,-,-
waru1265,-,-,-,-,-,k,-,-,u,-,-,k,-,-,-,-,-,a,-,T,-,i,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,k,-,-,a,-,-,L,-,-,-,-,-,a,-,T,-,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,k,-,-,a,-,-,L,-,-,-,-,-,a,-,T,-,-,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,b,-,-,a,-,-,d,-,-,-,-,-,a,-,d,-,a,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,N,-,-,a,-,-,T,-,-,-,-,-,a,-,y,-,i,-,-,-,-,-,-,-
adny1235,-,-,-,-,-,v,-,-,a,-,-,l,-,-,-,-,-,a,-,l,-,i,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,N,-,-,a,-,-,d,-,-,T,a,b,a,-,5,-,a,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,N,-,-,a,-,-,t,-,-,-,-,-,a,-,t,-,a,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,N,-,-,a,-,-,t,-,-,-,-,-,e,-,r,-,i,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,y,u,k,u,-,-,y,-,-,-,-,-,u,-,k,-,u,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,y,u,k,u,-,-,y,-,-,-,-,-,u,-,k,-,u,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,y,u,k,u,-,-,y,-,-,-,-,-,u,-,k,-,u,-,-,-,-,-,-,-
guma1253,-,-,-,-,-,g,-,-,u,-,-,t,-,-,-,-,-,a,7,7,-,-,-,-,-,-,-,-,-
dhan1270,-,-,-,-,-,g,-,-,u,-,-,t,-,-,-,-,-,a,7,7,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,g,-,-,u,-,-,t,-,-,-,-,-,a,7,7,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,y,u,k,u,-,-,y,-,-,-,-,-,u,-,k,-,u,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,g,-,-,u,-,-,l,-,-,m,-,-,i,-,g,-,i,-,-,-,-,-,-,-
waga1260,t,u,n,u,N,k,-,-,-,-,-,-,-,-,-,-,-,u,-,t,-,u,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,k,-,-,a,-,-,y,-,-,-,-,-,a,-,t,-,a,-,-,-,-,-,-,-
yany1243,-,-,-,-,-,w,-,-,u,-,-,4,-,-,-,-,-,a,-,k,-,a,-,-,-,-,-,-,-
kala1377,-,-,-,-,-,k,-,-,u,-,-,t,-,-,-,-,-,a,-,-,-,i,-,-,-,-,g,-,-
alya1239,-,-,-,-,-,-,-,-,a,-,-,y,-,-,t,-,-,e,-,y,-,a,y,-,-,-,t,e,y
ande1247,-,-,-,-,-,-,-,-,a,-,-,-,-,-,T,-,-,e,-,y,-,-,-,-,-,-,-,e,-
west2441,-,-,-,-,-,-,-,-,-,-,-,t,-,-,T,-,-,i,-,-,-,a,-,-,-,-,-,-,-
