language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
gami1243,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,u,i,-,-,-
gami1243,-,-,-,-,y,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,n,-,-,-
wira1262,-,-,-,-,m,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-
wang1291,-,-,-,-,m,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-
muru1266,-,-,-,-,y,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,n,-,-,-
kumb1268,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,L,-,-,-,-,u,5,-,-,-
darl1243,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,n,g,-,-,-,-,a,-,-,-,-
marg1253,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,n,-,-,-,d,-,-,a
maya1280,-,-,-,-,N,-,-,-,-,a,-,-,-,-,-,-,-,l,i,N,-,-,a,l,-,-,i
gugu1255,-,-,-,-,d,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,a,n,-,-,-
kuku1273,-,-,-,-,b,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,a,l,-,-,-
dyaa1242,-,-,-,-,T,-,-,-,-,u,-,-,-,-,-,-,m,b,-,-,-,-,u,r,-,-,u
yidi1250,-,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,-,b,-,-,-,-,a,y,-,-,-
dyir1250,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,l,-,g,-,-,a,y,-,-,-
warr1255,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,l,-,g,-,-,a,y,-,-,-
paka1251,-,-,-,-,-,-,-,-,-,a,-,-,k,u,m,o,n,t,-,-,-,-,o,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,a,g,u,k,u,-,-,-,l,-,-,-,-,a,m,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,o,n,t,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,-,-,-,-,u,l,-,-,N,-,-,-,k,-,-,-,-,u,y,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,i,y,-,-,i,-,-,-,t,-,p,-,-,i,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,t,-,-,-
ngaa1240,-,-,-,-,y,-,i,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
pint1251,-,-,-,-,y,-,i,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
pitj1243,-,-,-,-,-,-,i,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
pint1250,p,a,-,-,l,-,-,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
kuka1246,-,-,-,-,-,-,i,-,w,a,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-
nyam1271,-,-,-,-,T,-,u,-,k,u,-,-,-,-,-,-,-,t,-,-,-,-,i,-,-,-,-
nyan1301,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-
mart1256,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,u,-,-,-,-
wanm1242,-,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,t,-,-,-,-,i,y,-,-,a
kara1476,-,-,-,-,m,-,a,-,g,o,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,m,-,a,-,k,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
nhan1238,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,T,-,-,-,-,o,-,-,-,-
waja1257,-,-,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-,-,-
bayu1240,t,u,r,u,w,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-
dhal1245,-,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,i,y,-,-,a
dhar1247,t,u,-,-,r,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-
kurr1243,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,a
pany1241,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,i,y,-,-,a
ngar1287,-,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,i,y,-,-,a
yind1247,-,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,d,-,-,-,-,i,y,-,-,a
nyun1247,-,-,-,-,m,-,-,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,w,-,a,n,t,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
warl1254,-,-,-,-,w,-,a,r,k,i,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
waru1265,y,u,-,-,w,-,a,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-
guri1247,-,-,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,r,u,m,-,-,u,-,-,-,-
ngar1235,-,-,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,r,u,m,-,-,u,-,-,-,-
mudb1240,-,-,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,r,u,m,-,-,u,-,-,-,-
jaru1254,-,-,-,-,w,-,a,5,d,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
walm1241,-,-,-,-,w,-,a,n,t,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-
adny1235,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-
naru1238,-,-,-,-,g,-,-,-,-,a,-,-,-,-,-,-,n,d,-,-,-,-,u,-,-,-,-
dier1241,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,l,-,t,-,-,u,-,-,-,-
yand1253,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,l,-,t,-,-,u,-,-,-,-
dhuw1249,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
dhan1270,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dayi1244,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,d,-,u,-,k,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
djin1253,g,a,-,-,d,T,i,-,g,a,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
warl1256,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-
yany1243,y,a,-,-,b,-,-,-,-,a,l,-,-,a,m,a,-,n,-,t,a,r,a,-,-,-,-
kala1377,i,a,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,g,-,-,-,-,u,d,-,-,-
alya1239,-,i,-,-,w,-,-,-,-,u,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-
ande1247,-,i,-,-,w,-,-,-,-,e,-,-,-,-,-,-,-,r,-,-,-,-,i,y,l,k,w
