language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
gami1243,-,-,k,-,-,-,-,-,-,-,a,-,w,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,a,-,-,-,-,-,-
gami1243,-,-,g,-,-,-,-,-,-,-,a,-,w,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-
wira1262,m,u,l,-,-,-,-,-,-,-,a,-,g,-,-,-,d,-,i,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-
wang1291,-,-,k,-,-,-,-,-,-,-,a,-,p,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-
muru1266,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-
kumb1268,-,-,g,-,-,-,-,-,-,-,a,m,b,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,i,-,-,-,-,-,-
darl1243,-,-,m,-,-,-,-,-,-,-,a,-,n,-,-,-,d,-,-,-,-,-,-,-,d,-,-,-,a,-,-,-,-,-,-
guny1241,-,-,m,-,-,-,-,-,-,-,u,-,l,-,a,-,g,-,a,-,-,-,-,-,d,-,-,-,a,-,-,-,-,5,-
marg1253,-,-,m,-,-,-,-,-,-,-,u,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,5,-
gugu1255,-,-,g,-,-,-,-,-,-,-,a,i,t,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,i,-,-,-,-,l,-
kuku1273,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-
dyaa1242,-,-,g,-,-,-,-,-,-,-,a,-,g,-,-,-,-,-,a,-,-,-,-,-,b,-,-,-,a,-,-,-,-,y,-
yidi1250,-,-,g,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,y,-
dyir1250,-,-,m,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,y,-
warr1255,-,-,g,-,-,-,-,-,-,-,a,-,w,-,-,-,-,-,a,-,-,-,-,-,m,-,b,-,a,-,-,-,-,-,-
paka1251,-,-,p,-,-,-,-,-,-,-,a,T,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kuku1280,-,-,k,-,-,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,i,-,-,-,-,-,-
wikm1247,-,-,k,-,-,-,-,-,-,-,a,-,y,-,k,-,k,-,u,-,k,-,-,a,l,-,-,-,a,-,-,-,-,N,-
umpi1239,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,-,-,-,-
kuuk1238,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,-,-,n,a
gurd1238,l,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,l,-,-,-,x,-,-,-,-,-,-
ngaa1240,-,-,y,-,-,-,-,-,-,-,u,-,l,k,a,-,p,-,a,t,T,-,-,u,n,-,-,-,u,-,-,-,-,-,-
pitj1243,t,-,T,-,-,-,-,-,-,-,u,-,n,t,a,-,r,-,a,t,T,-,-,u,n,a,5,-,i,-,-,-,-,-,-
pint1250,-,-,k,-,-,-,-,-,-,-,u,-,l,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuka1246,-,-,k,-,-,-,-,-,-,-,u,-,L,-,-,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1271,-,-,m,-,-,-,-,-,-,-,a,-,t,-,u,-,r,-,a,-,-,-,-,-,r,-,-,-,i,-,-,-,-,-,-
