language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,g,a,-,l,-,-,-
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,g,a,-,l,-,-,-
wira1262,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,r,a,y,n,-,-,-
wang1291,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,i,n,T,u,-,r,-,-,-
muru1266,-,-,-,-,-,-,-,n,-,i,m,-,p,-,-,-,i,n,T,-,-,-,-,-,-
kumb1268,-,-,-,-,-,-,-,n,-,i,m,-,b,-,-,-,i,-,-,-,-,r,-,-,-
darl1243,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,i,-,N,u,-,-,-,-,-
guny1241,-,-,-,-,-,-,-,n,-,i,m,-,b,-,-,-,i,-,-,-,-,5,-,-,-
marg1253,-,-,-,-,-,-,-,n,-,i,m,-,b,-,-,-,i,-,-,-,-,5,-,-,-
maya1280,-,-,-,-,-,-,-,t,-,-,-,-,T,-,-,-,u,-,-,-,-,N,g,u,-
gugu1255,-,-,-,-,-,-,-,d,-,u,l,-,b,-,-,-,u,-,-,-,-,r,-,-,-
dyaa1242,-,-,-,-,-,-,-,T,-,u,r,-,b,-,-,-,i,-,T,u,-,r,b,i,-
yidi1250,-,-,-,-,-,-,-,d,y,i,-,-,b,-,-,-,i,-,-,-,-,n,-,-,-
dyir1250,-,-,-,-,-,-,-,d,y,u,d,-,y,-,-,-,u,-,-,-,-,r,-,-,-
warr1255,-,-,-,-,-,-,-,d,y,u,d,-,y,-,-,-,u,-,-,-,-,r,-,u,-
paka1251,-,-,-,-,-,-,-,-,-,u,-,-,T,-,-,-,i,-,-,-,-,l,-,a,-
kuku1280,-,-,-,-,-,-,-,k,-,u,-,-,d,-,-,-,i,-,-,-,-,n,-,-,-
wikm1247,-,-,-,-,-,-,-,N,-,o,m,-,p,-,-,-,a,-,-,-,-,N,-,-,-
umpi1239,-,-,-,-,-,-,-,5,-,u,-,-,T,-,-,-,u,-,-,-,-,r,-,u,-
kuuk1238,-,-,-,-,-,-,-,5,-,u,-,-,T,-,-,-,u,-,-,-,-,r,-,u,-
gurd1238,-,-,-,-,-,-,-,y,-,e,-,-,b,a,n,T,i,-,-,-,-,k,-,-,-
ngaa1240,-,-,-,-,-,-,-,5,-,u,n,t,T,-,-,-,i,-,-,-,-,n,p,a,-
pint1250,-,-,-,-,-,-,-,n,-,a,-,-,p,-,-,-,i,-,-,-,-,5,p,a,-
kuka1246,-,-,-,-,-,-,-,N,-,u,n,d,T,-,-,-,i,-,-,-,-,n,-,-,-
nyam1271,-,-,-,-,-,-,-,5,-,i,-,-,T,-,-,-,a,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,-,-,-,5,-,i,-,-,r,-,-,-,u,-,-,-,-,L,-,-,-
mart1256,-,-,-,-,-,-,-,5,-,u,5,-,T,-,-,-,i,-,-,-,-,n,p,a,-
wanm1242,-,-,-,-,-,-,-,5,-,u,5,-,T,-,-,-,i,-,-,-,-,n,p,a,-
kara1476,-,-,-,-,-,-,-,n,-,-,-,-,T,-,-,-,i,-,-,-,-,d,T,a,-
nhan1238,-,-,-,-,-,-,-,T,-,i,-,-,t,-,-,-,u,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,-,-,b,-,i,-,-,n,-,-,T,i,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,-,-,5,-,i,-,-,r,-,-,-,u,-,-,-,-,m,b,u,-
dhal1245,-,-,-,-,-,-,-,5,-,i,-,-,r,-,-,-,i,-,-,-,-,-,5,i,n
dhar1247,-,-,-,-,-,-,-,5,-,i,-,-,r,-,-,-,u,-,-,-,-,r,-,u,-
kurr1243,-,-,-,-,-,-,-,5,-,i,-,-,l,-,-,-,u,-,-,-,-,n,-,-,-
pany1241,-,-,-,-,-,-,-,5,-,i,-,-,L,-,-,-,u,-,-,-,-,n,p,a,-
ngar1287,-,-,-,-,-,-,-,5,-,i,-,-,l,-,-,-,u,-,-,-,-,n,-,-,-
yind1247,-,-,-,-,-,-,-,5,-,i,-,-,L,-,-,-,u,-,-,-,-,n,-,-,-
nyun1247,-,-,-,-,-,-,-,n,-,u,-,-,5,-,-,-,i,-,-,-,-,t,-,-,-
warl1254,-,-,-,-,-,m,i,T,-,i,l,i,T,-,-,-,i,-,-,-,-,l,-,i,-
waru1265,-,-,-,-,-,m,i,T,-,i,l,i,T,-,-,-,i,-,-,-,-,l,-,i,-
guri1247,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,u,-,-,-,-,L,-,u,-
ngar1235,-,-,-,-,-,-,-,N,-,a,-,-,T,a,-,r,u,-,-,-,-,r,-,u,-
mudb1240,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,u,-,-,-,-,l,-,u,-
jaru1254,-,-,-,-,-,-,-,d,-,i,n,d,T,-,-,-,i,-,-,-,-,l,-,-,-
walm1241,-,-,-,-,-,-,-,T,-,i,n,-,T,-,-,-,i,-,-,-,-,l,-,-,-
adny1235,-,-,u,n,i,m,-,b,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,-,p,-,i,-,-,d,-,-,-,a,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,-,-,w,-,a,-,-,d,-,-,-,i,-,-,-,-,-,-,-,-
dhuw1249,g,-,i,-,-,-,-,n,-,i,N,-,g,-,-,-,a,-,-,-,-,r,-,-,-
djam1256,g,-,i,-,-,-,-,n,-,i,N,-,g,-,-,-,a,-,-,-,-,r,-,-,-
gupa1247,g,-,i,-,-,-,-,n,-,i,N,-,g,-,-,-,a,-,-,-,-,r,-,-,-
guma1253,g,-,i,-,-,-,-,n,-,i,N,-,g,-,-,-,a,-,-,-,-,r,-,-,-
rita1239,-,-,-,-,-,-,-,N,-,u,-,-,r,-,-,-,u,-,-,-,-,l,7,-,-
djin1253,d,T,u,-,-,-,-,L,k,i,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-
waga1260,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-
warl1256,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,i,n,-,-,-,t,-,i,-
kala1377,-,-,-,-,-,-,-,k,-,u,-,-,p,a,-,-,i,-,-,-,-,-,-,-,-
alya1239,-,-,-,-,-,-,-,T,-,e,l,e,p,-,-,-,e,-,T,e,-,l,-,-,-
west2441,-,-,-,-,-,-,-,T,-,a,l,e,p,-,-,-,e,-,-,-,-,-,-,-,-
