language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
gami1243,k,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,a,-,-,i,a,n
gami1243,g,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,a,-,-,y,-,-
wira1262,g,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,a,-,-,y,-,-
wang1291,g,-,-,-,-,u,-,m,b,-,o,-,-,-,g,-,-,-,u,-,-,-,-,-
muru1266,k,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,u,w,-,i,-,-
kumb1268,g,-,-,-,-,-,-,-,-,-,i,-,d,u,r,-,-,-,-,-,-,-,-,-
darl1243,d,-,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-,i,-,-,-,-,-
guny1241,g,-,-,-,-,-,-,-,-,-,a,-,d,i,l,-,-,-,a,-,-,-,-,-
marg1253,g,-,-,-,-,-,-,-,-,-,a,-,d,i,l,-,-,-,a,-,-,-,-,-
gugu1255,d,-,-,y,-,u,-,-,g,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-
kuku1273,T,-,-,-,-,u,-,-,k,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-
dyaa1242,d,-,-,-,-,i,-,-,g,-,a,-,-,-,r,-,-,-,a,-,-,-,-,-
yidi1250,g,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,g,i,-,-,-,-,-
dyir1250,w,-,-,-,-,-,-,-,-,-,a,-,-,-,g,-,-,-,u,-,-,y,-,-
warr1255,b,-,-,-,-,u,-,-,y,m,a,-,-,-,r,-,-,-,a,-,-,5,-,-
paka1251,k,-,-,-,-,a,-,5,T,-,e,-,-,-,r,-,-,-,e,-,-,-,-,-
kuku1280,k,-,-,-,-,a,-,n,T,-,a,-,-,-,r,-,-,-,i,-,-,-,-,-
wikm1247,-,-,-,-,-,a,k,N,-,-,a,-,-,-,4,-,-,-,-,-,-,-,-,-
kuuk1238,w,-,-,-,-,i,-,m,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,l,-,-,-,-,-,-,N,k,-,i,-,-,-,r,-,-,-,x,-,-,-,-,-
ngaa1240,m,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,t,a,-,-,-,-,-
pint1251,t,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,i,-,-,-,-,-
pitj1243,t,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,i,-,-,-,-,-
pint1250,t,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,i,-,-,-,-,-
kuka1246,w,-,-,-,-,-,-,-,-,-,a,i,r,i,l,-,-,T,i,-,-,-,-,-
nyam1271,N,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,a,-,-,-,-,-
nyan1301,T,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-,k,a,-,-,-,-,-
mart1256,t,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,i,-,-,-,-,-
wanm1242,l,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,a,-,-,-,-,-
kara1476,w,-,-,-,-,-,-,-,-,-,a,-,-,-,l,a,N,g,a,-,-,r,-,-
kara1476,w,-,-,-,-,-,-,-,-,-,a,-,-,-,l,a,N,g,a,-,-,r,-,-
nhan1238,p,-,-,i,-,-,-,-,L,-,u,-,-,-,d,-,-,-,a,-,-,-,-,-
waja1257,5,-,-,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,a,-,-,-,-,-
bayu1240,y,a,t,i,t,u,-,N,k,-,a,-,-,-,k,-,-,-,a,-,-,-,-,-
dhal1245,p,-,-,-,-,u,-,-,w,-,a,-,-,-,L,-,-,-,a,-,-,-,-,-
dhar1247,-,-,-,-,-,-,-,-,y,-,a,-,-,-,T,-,-,-,a,-,-,-,-,-
kurr1243,T,-,-,-,-,-,-,-,-,-,u,-,-,-,L,-,-,-,i,-,-,-,-,-
pany1241,4,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,u,-,-,-,-,-
ngar1287,4,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,u,-,-,-,-,-
yind1247,t,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-,g,a,-,-,-,-,-
nyun1247,k,-,-,-,-,u,-,-,y,-,a,-,-,-,r,-,-,-,a,-,-,-,-,-
warl1255,T,-,-,-,-,-,-,-,-,-,u,-,-,-,l,y,-,p,u,-,-,-,-,-
warl1254,k,-,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,u,-,-,-,-,-
waru1265,T,-,-,-,-,-,-,-,-,-,u,-,-,-,l,y,-,p,u,-,-,-,-,-
guri1247,y,-,-,-,-,-,-,-,-,-,i,-,r,i,m,i,-,r,i,-,-,-,-,-
ngar1235,T,-,-,-,-,-,-,-,-,-,a,-,-,-,5,-,-,T,a,-,-,-,-,-
mudb1240,b,-,-,-,-,-,-,-,-,-,u,-,-,-,y,u,-,d,a,-,-,-,-,-
jaru1254,g,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,b,a,-,-,-,-,-
adny1235,w,-,-,-,-,-,-,-,-,-,a,n,t,a,r,-,-,-,a,-,-,-,-,-
naru1238,-,-,-,-,-,-,-,-,-,-,-,-,m,u,r,-,-,-,u,-,-,-,-,-
dier1241,m,-,-,-,-,-,-,-,-,-,i,-,t,-,-,-,-,-,a,-,-,-,-,-
yand1253,p,-,-,-,-,-,-,-,-,-,a,-,d,-,l,-,-,-,a,-,-,-,-,-
dhan1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,a,N,-,i,-,-
rita1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,a,m,b,u,-,r
yann1237,m,-,-,-,-,u,-,-,n,-,a,-,-,-,t,-,-,-,a,-,-,-,-,-
djin1253,m,-,-,-,-,u,-,-,n,-,a,-,-,-,t,-,-,T,a,-,-,-,-,-
waga1260,t,-,-,-,-,-,-,-,-,-,u,-,-,-,L,-,-,p,u,-,-,-,-,-
warl1256,t,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-,x,u,-,-,-,-,-
yany1243,m,-,-,-,-,-,-,-,-,-,u,n,d,a,r,-,-,-,-,-,-,-,-,-
kala1377,s,-,-,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,u,-,-,m,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,u,-,-,r,e,N
ande1247,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,k,e,-,-,l,-,-
west2441,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,e,-,-,-,-,-
