language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
gami1243,-,-,-,-,k,-,-,-,-,-,w,-,-,-,i,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
gami1243,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
wira1262,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
wang1291,-,-,-,-,k,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,-,-,k,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,m,-,-,-,-,-,-,-,a,r,-
darl1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,a,-,-,n,-,-,-,-,-,t,-,u,-,-
guny1241,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
kung1258,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
bidy1243,-,-,-,-,b,-,-,-,-,-,u,-,k,i,l,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
maya1280,-,-,-,-,p,-,-,-,-,-,a,-,l,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
gugu1255,-,-,-,-,p,-,-,-,-,-,o,-,t,-,e,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,k,-,-,-,-,-,u,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,g,-,-,-,-,-,u,-,N,-,g,-,-,u,l,a,y,-,-,-,-,-,-,-,-,-,-
dyir1250,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
warr1255,-,-,-,-,d,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,b,-,-,-,-,-,-,-,u,-,-
paka1251,-,-,-,-,N,-,-,-,-,-,a,-,-,-,q,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,N,-,-,-,-,-,a,-,-,-,7,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,N,-,-,-,-,-,a,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
umpi1239,p,u,-,-,N,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuuk1238,p,u,-,-,N,-,-,-,-,-,a,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,w,-,-,-,-,-,o,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,k,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-,N,-,k,a,-,-,t,T,a,-,-
pint1251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,-,t,-,i,-,-
pitj1243,-,-,-,-,-,-,-,-,-,-,a,n,t,i,p,-,-,i,-,-,n,-,-,-,-,-,-,-,a,-,-
pint1250,-,-,-,-,k,-,-,u,-,k,a,-,-,-,y,-,-,u,-,-,r,u,k,a,r,a,t,T,a,-,-
kuka1246,-,-,-,-,y,-,-,-,-,-,a,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
nyam1271,-,-,-,-,y,-,-,u,-,t,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyan1301,-,-,-,-,k,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
wanm1242,-,-,-,-,k,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
kara1476,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,i,-,-
nhan1238,-,-,-,-,w,-,-,e,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,e,r,-
waja1257,-,-,-,-,w,-,-,i,-,n,i,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
bayu1240,p,i,l,y,g,-,-,-,-,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
dhal1245,p,i,l,y,g,-,-,-,-,-,u,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
dhar1247,-,-,-,-,k,-,-,-,-,-,a,-,-,-,n,-,m,a,-,-,-,-,-,-,-,-,-,-,-,-,-
kurr1243,-,-,-,-,k,-,-,u,-,t,a,-,m,-,p,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,k,-,-,-,-,-,a,-,-,-,p,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1287,w,a,-,-,g,-,-,-,-,-,a,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
yind1247,-,-,-,-,g,-,-,-,-,-,a,-,-,-,w,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nyun1247,-,-,-,-,w,-,-,-,-,-,o,-,-,-,d,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,-,-,l,-,-,i,-,w,a,-,n,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,l,-,-,i,r,w,a,-,n,-,-,-,-,a,p,i,5,-,-,-,-,-,-,-,i,-,-
waru1265,-,-,-,-,l,-,-,i,-,w,a,-,n,-,T,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
guri1247,-,-,-,-,y,-,-,-,-,-,a,-,-,-,w,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
ngar1235,-,-,-,-,y,-,-,-,-,-,a,-,-,-,w,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
mudb1240,-,-,-,-,k,-,-,-,-,-,a,-,k,a,w,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,y,-,-,-,-,-,a,-,-,-,g,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
adny1235,-,-,-,-,v,-,-,-,-,-,a,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
naru1238,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
dier1241,-,-,-,-,-,-,p,-,-,-,a,-,-,-,r,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,k,a,L,u,-,k,a,-,-,-,L,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,N,-,-,a,-,r,i,-,-,-,r,-,-,i,-,-,-,-,-,-,-,-,-,-,-,7,-
djam1256,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,g,-,-,-,-,-,u,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
