language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,-,-,N,g,i,-,-,-,-,n,u,n,-,-,-,-,-,-,-,a,-,-
gami1243,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
wira1262,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,o,-,-
wang1291,-,-,N,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
muru1266,-,-,5,-,i,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
kumb1268,-,-,N,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
darl1243,-,-,-,-,i,-,-,-,-,m,-,b,-,-,-,-,-,-,-,a,-,-
guny1241,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
marg1253,-,-,-,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
bidy1243,-,-,y,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
maya1280,-,-,y,-,u,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
gugu1255,-,-,4,-,u,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
kuku1273,-,-,y,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
dyaa1242,-,-,5,-,u,-,-,-,-,-,-,r,a,-,-,-,-,m,b,a,-,-
yidi1250,-,-,5,-,u,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
dyir1250,-,-,N,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
warr1255,-,-,N,-,i,-,-,-,-,n,-,b,-,-,-,-,-,-,-,a,-,-
paka1251,-,-,4,-,i,-,-,-,-,n,-,t,-,-,-,-,-,-,-,a,-,-
wikm1247,-,-,n,-,i,-,-,-,-,n,-,t,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,N,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-
kuuk1238,-,-,N,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-
kanj1260,-,-,N,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-
ngaa1240,-,-,5,-,u,-,-,-,-,n,-,t,u,-,-,l,-,-,-,u,-,-
pitj1243,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
pint1250,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
kuka1246,-,-,N,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,u,-,-
nyam1271,-,-,N,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-
nyan1301,-,-,5,-,u,-,-,-,-,n,-,t,u,w,a,r,a,-,T,a,-,-
mart1256,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
wanm1242,p,a,r,-,a,-,-,-,-,N,-,k,-,-,-,-,-,-,-,u,-,-
kara1476,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
nhan1238,-,-,5,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
waja1257,-,-,5,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
bayu1240,-,-,5,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
dhal1245,-,-,5,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
dhar1247,-,-,4,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-
kurr1243,-,-,5,-,i,-,-,-,-,n,-,t,-,-,-,-,-,-,-,a,-,-
pany1241,-,-,5,-,i,-,-,-,-,n,-,t,-,-,-,-,-,-,-,a,-,-
ngar1287,-,-,y,-,e,n,T,o,a,n,-,d,-,-,-,y,e,n,t,a,-,-
yind1247,-,-,5,-,i,-,-,-,-,n,-,d,-,-,-,-,-,-,-,a,-,-
nyun1247,-,-,N,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,y,-
warl1255,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
warl1254,-,-,5,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,L,a
waru1265,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,i,-,-
guri1247,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
ngar1235,-,-,5,-,u,-,-,-,-,n,-,t,-,-,-,-,-,-,-,u,-,-
mudb1240,-,-,5,-,u,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
jaru1254,-,-,5,-,u,-,-,-,-,n,-,d,-,-,-,-,-,-,-,u,-,-
adny1235,-,-,4,-,i,-,-,-,-,4,-,-,-,-,-,-,-,-,-,a,-,-
naru1238,-,-,4,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
dier1241,-,-,y,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
yand1253,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
dhuw1249,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guma1253,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhan1270,-,-,4,-,o,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-
dayi1244,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,4,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yann1237,-,-,4,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,u,-,-
djin1253,-,-,5,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-,i,-,-
waga1260,-,-,-,-,i,-,-,-,-,m,-,p,-,-,-,-,-,-,-,-,-,-
