language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,-,-,-,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-
gami1243,-,-,-,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-
wira1262,-,-,-,-,d,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,a,y,n
wang1291,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,r,a,m,-,-,-,-,a,-,-
muru1266,-,-,-,-,k,-,-,-,-,-,-,-,u,r,k,-,-,u,r,a,m,-,-,-,-,a,-,-
darl1243,-,-,-,-,d,u,d,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,u,-,-
guny1241,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,g,-,-,-,-,u,l,-
marg1253,-,-,-,a,b,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-,o,-,-
maya1280,-,-,-,-,w,-,-,-,-,-,-,-,a,y,-,-,-,i,-,-,l,-,-,-,-,a,-,-
gugu1255,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,t,-,-,-,T,a,l,-
kuku1273,-,-,-,-,m,-,-,-,-,-,-,-,u,n,-,-,-,-,-,-,T,-,-,-,-,a,l,-
dyaa1242,-,-,-,-,b,-,-,-,-,-,-,-,u,n,-,-,-,-,-,-,d,-,-,-,-,a,-,-
yidi1250,-,-,-,-,b,-,-,-,-,-,-,-,u,n,-,-,-,-,-,-,d,-,-,-,-,a,-,-
warr1255,-,-,-,-,m,-,-,-,-,-,-,-,u,N,-,-,-,-,-,-,-,-,-,-,-,a,n,-
paka1251,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,y,-,-,-,k,o,-,-
kuku1280,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,y,-,-,-,k,o,-,-
wikm1247,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,y,-,-,-,k,-,-,-
umpi1239,-,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,y,-,-,-,k,u,-,-
kuuk1238,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,l,-,-,-,k,a,-,-
kanj1260,-,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,y,-,-,-,k,u,-,-
gurd1238,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-
ngaa1240,-,-,-,-,w,a,r,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-
pint1250,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-
kuka1246,-,-,-,-,w,i,l,-,-,p,-,-,i,-,-,-,-,-,-,-,r,-,-,-,-,i,n,-
nyam1271,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-,-,-,-,-,-,t,-,-,-,-,a,-,-
nyan1301,n,i,y,a,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-
mart1256,-,-,-,-,t,-,-,-,-,-,-,-,u,n,t,u,r,u,-,-,r,-,-,-,-,u,-,-
wanm1242,-,-,-,-,p,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,L,-,-,-,-,i,-,-
kara1476,n,i,y,a,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-
nhan1238,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,L,-,-,-,-,u,-,-
waja1257,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-
bayu1240,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,n,-,-,-,k,u,-,-
dhar1247,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,d,-,-,-,-,u,-,-
